Loan_ID,Property_Type,Loan_Status,Currency,Commitment_Amount,Outstanding_Balance,PD,LGD,EAD,RWA,LTV,Economic_Capital,Expected_Credit_Loss,Recovery_Percentage,Net_Charge_Offs
2cf2c483-f89d-45a4-9fbe-12ecdb407066,Land,Current,GBP,614862456.2,941593784.8,425052.44,939446.17,418879.95,464877.5,131918.39,519915.08,693991.39,616240.7,741721.79
e4344f10-703d-4059-bd3f-f3eddd147721,Self-Storage,Delinquent,EUR,262652929.5,807555350.1,868847.1,392059.23,443498.79,557787.43,696717.0,822959.69,853923.6,848553.78,245242.82
6f179919-324c-4cb5-bf44-a70f10b56b44,Healthcare,Delinquent,USD,6958165.53,745802340.1,557421.15,313760.23,404826.25,221788.94,548869.56,804105.73,479239.31,591555.84,124838.49
22f53522-3405-43b3-a3a8-8b1fa8603691,Multifamily,Charged-Off,USD,581223273.5,920356075.3,516015.18,126400.08,34274.51,475564.96,657297.14,624341.9,253396.04,663516.93,153304.73
abb66928-6ef1-4062-8939-d4bbb656b1d1,Self-Storage,Charged-Off,JPY,288201638.0,1115649.78,929059.88,258311.75,246443.1,27773.69,155676.66,162863.45,800843.37,811561.5,572191.84
e52dd2a0-82d6-45f3-94f1-29c1fd35c718,Hotel,Charged-Off,JPY,281707143.2,929658158.5,361332.37,857539.59,80554.02,156119.92,122389.59,155099.46,291348.85,186252.63,86674.79
45cc98b8-5745-44f3-8dd1-0fff86209462,Healthcare,Current,USD,682815575.5,539111292.6,107699.52,31661.23,981453.02,835567.42,968788.37,391645.43,71293.07,673592.48,557881.78
29c50d8d-830a-4ca4-be20-913a69715632,Retail,Default,USD,472035907.6,179149177.4,421559.69,507315.83,142650.33,207421.89,537221.8,295993.9,745718.52,923911.74,297352.34
fa455a37-4a9f-446c-aa29-ea194cbcebfd,Retail,Default,JPY,594966623.1,235288418.1,698833.15,463425.17,721865.3,766379.94,150278.65,400806.81,339126.08,604091.16,588757.17
67af238c-ce72-44c9-bd29-1225448d2066,Office,Charged-Off,JPY,735194196.3,753406208.5,648040.62,221803.09,410626.95,125644.58,334441.01,321925.01,961306.64,574772.44,212034.06
68c5c5bb-724d-45df-87b3-92028bdea57e,Hotel,Current,GBP,588732236.1,769279336.1,327406.24,664095.89,688639.26,99011.35,810206.23,796149.29,113007.03,361890.99,224358.61
b86beceb-5bf3-456e-a5c6-cac508a4d4e5,Hotel,Delinquent,EUR,433026543.6,278490320.6,284958.71,669076.73,529366.34,246863.54,766415.65,686582.8,588369.32,220065.41,969611.35
55410724-9fbc-4cbb-9825-da821f80396c,Multifamily,Current,USD,422810211.8,499267245.9,157896.77,505512.77,22606.85,284176.04,809675.06,330251.81,38709.17,912147.36,284847.62
ef5ddb75-bf79-42f0-a5b3-253d9058e67b,Multifamily,Delinquent,CNY,88330399.12,865560544.8,840280.74,602987.08,542922.98,524997.41,366067.11,621096.33,667962.78,184438.92,852208.45
f4aaf75e-ae64-4eb1-ba9f-43989789ff3d,Retail,Current,EUR,172317248.1,220097374.9,785857.08,143809.29,772500.78,117796.35,14297.23,398525.25,712866.2,100957.11,944157.58
1d761d86-67d1-49c6-b0e8-bd42c0557c85,Self-Storage,Delinquent,CNY,699446486.0,443385459.8,170776.93,576350.68,807911.64,113328.45,253973.72,365004.84,571637.04,37804.71,374117.25
649ea702-c0b6-450d-a906-96c611c68775,Land,Delinquent,JPY,65450002.03,990096143.5,307216.8,25353.38,532249.31,781814.58,91762.81,569396.12,813258.46,531855.34,271222.17
0d12df1f-6ed5-44c3-985e-eb9fb819b3da,Self-Storage,Charged-Off,CNY,24643916.04,991905778.2,46177.96,346122.21,449100.03,177152.17,504128.92,410217.76,947936.79,304685.48,313245.69
e4feba5d-9650-4790-8fe9-244a1769c6dd,Retail,Default,JPY,229883114.1,798269964.0,594180.0,134656.89,856277.6,455343.09,154168.3,873942.94,190669.37,662080.8,844442.42
a2be8ec5-79a1-42c7-9e1e-489e6ce2823d,Industrial,Current,USD,24758110.68,622028500.2,487971.94,390598.1,222160.58,860967.41,426529.89,421520.21,813752.76,415598.05,994162.77
bbec1d1f-8b04-4e63-870a-b3e2a306958f,Self-Storage,Current,USD,431564534.7,108076242.1,135087.29,171034.71,134387.41,367499.82,691012.04,953816.05,268870.6,327168.66,498720.84
b53b918f-5588-4126-8c47-df7b4c7f6f54,Self-Storage,Charged-Off,EUR,619942973.6,356975640.6,768983.37,946930.69,45286.59,796336.24,760878.78,343069.11,124277.91,235262.11,102492.96
c4f00ce8-fd5e-4fab-ae57-715505fb0592,Industrial,Charged-Off,GBP,182751026.0,973420974.1,567529.1,886597.98,811670.21,309579.79,368488.04,979480.98,237658.5,258826.34,417649.66
f1908fe2-7e01-4db5-b890-c4ab1a1b2146,Hotel,Charged-Off,USD,717881802.2,42871990.97,27850.75,558827.42,411778.85,396892.38,294924.37,380171.97,816067.7,702922.45,443781.98
54538ed0-fa9d-46d5-bc3b-21d97d7503ff,Hotel,Charged-Off,GBP,242722940.4,288092192.5,734116.94,685602.37,328799.49,99401.88,35716.1,98550.23,713790.94,551256.81,640254.8
e6f73709-be70-49e2-b85e-e508d41bbcae,Hotel,Default,GBP,775062132.8,272087665.4,964875.44,742523.59,509885.87,361115.68,328437.7,867339.46,657811.41,584981.18,736948.17
002af805-600d-4643-ad08-8a7810508161,Office,Current,EUR,447534126.2,21361673.23,309409.73,910268.58,918495.07,877915.49,795246.97,136636.72,303299.0,797459.45,784612.37
828f45cd-b12b-4c20-b3d0-46efd5f524eb,Retail,Delinquent,EUR,38385505.47,350764868.0,332228.51,473313.97,84356.05,646191.15,137216.62,524462.9,981485.96,522225.58,286559.07
e3fdb110-f438-439e-9ffb-e843a4459c7b,Land,Charged-Off,CNY,744590958.6,690248450.0,688269.69,428097.81,231765.63,470650.8,995195.29,174529.18,361949.4,572902.96,918514.8
630f596f-1568-4d04-b600-b643e7a8ce22,Hotel,Delinquent,JPY,281914752.5,192493610.3,779453.64,707028.44,814870.35,462955.34,258103.08,726381.79,746262.52,761116.37,555259.06
db076f33-6dbc-4811-8adc-54cd5d631c13,Multifamily,Delinquent,JPY,673960720.6,167014110.6,916201.92,16461.65,859359.28,427826.59,562628.75,3752.0,31700.65,737358.16,287822.77
0791a46f-d2d3-4ca7-83d0-74aa89ef05a2,Healthcare,Current,CNY,592151736.7,608830488.5,276334.6,823084.35,972261.97,235285.58,664609.51,673354.06,855930.95,313026.49,801895.39
8d0aa6ca-7cc0-4d72-8a43-b5cda7f9d72b,Land,Default,GBP,878769358.5,38667665.41,375634.08,105082.25,940432.93,740716.48,534589.84,890141.44,198430.19,534344.01,659240.57
214c1518-070f-4199-942b-431c433b7930,Self-Storage,Current,CNY,868278494.3,433243384.5,692652.55,484555.99,645468.23,442087.42,372992.53,350148.94,8310.63,212844.56,900603.35
86a347b1-c89d-49c0-beb7-0e4bda2c19f6,Retail,Delinquent,GBP,167606591.4,589304358.5,503597.92,39492.06,596327.8,300895.72,536230.34,665549.38,992927.24,865489.68,324367.93
66124afe-23b5-4c45-b4c3-ac330fbf5104,Retail,Delinquent,EUR,252744381.2,499851432.0,585977.59,428156.37,619475.93,311242.93,814436.5,807035.18,310079.52,126352.86,737578.74
3a26fc57-0099-4f9a-ae13-bb6c6b1665f7,Healthcare,Default,EUR,907633274.3,664271169.3,643312.89,946443.05,615405.83,464145.35,72798.15,875900.13,383325.7,342708.11,267185.4
8722eacb-0e1a-4ed8-ac11-0460ded27d55,Land,Delinquent,EUR,855109291.7,115369839.7,192365.7,326765.25,951567.68,278313.15,191692.08,381233.65,38810.33,412524.11,865002.41
ccc0ca09-6514-408e-8f80-52cb6f55c1e5,Hotel,Charged-Off,GBP,76192055.02,646925518.5,735669.97,471333.46,766573.12,932964.73,947307.23,139757.15,9894.58,442490.73,795408.13
8435b037-425a-42ca-9dca-800a84998ca2,Land,Charged-Off,JPY,791634377.9,445114670.0,378152.18,830060.36,910493.97,29354.7,716860.67,707731.37,50951.89,147321.14,135551.71
55282342-38f3-4488-b39c-c870c3e4c2a6,Office,Default,GBP,38198317.44,727604348.0,944920.08,752846.33,999950.04,261494.95,693330.05,561893.56,493026.47,715753.87,763498.56
f117395c-9137-4417-aebf-fdb59f3b6dfe,Retail,Current,JPY,146175008.5,744152065.0,184068.04,496266.53,833818.86,374727.14,256372.9,949189.37,908206.01,257044.1,762147.94
5667a499-16c7-4f2d-9500-2f581710e943,Hotel,Current,CNY,561174987.7,739784039.2,835889.57,5401.76,110913.18,340223.97,275738.95,231529.05,941111.46,530173.45,699675.74
b7958933-44a4-4d67-92b7-affa8ab3c51b,Industrial,Charged-Off,USD,696068023.4,566353830.0,626865.66,35337.78,809144.47,551902.99,57844.95,442070.68,319468.62,202461.91,642487.79
dd57701b-1c00-4429-8556-261e1b3ced39,Multifamily,Charged-Off,EUR,457751557.7,601325164.9,85509.96,516954.52,911832.8,937435.04,756055.75,490885.25,260893.96,566257.89,851034.59
a60a992d-d0db-45bd-b523-cb57d2b4d1a7,Self-Storage,Delinquent,USD,735874736.5,434927352.7,214246.56,142051.43,101416.37,662882.82,172718.86,360440.31,930050.47,121162.12,906766.0
ee0c1f32-461c-4e69-9448-95cc47eb9947,Industrial,Charged-Off,GBP,638174658.9,111626740.2,405318.5,194311.51,348850.42,954225.85,47031.35,461360.06,315651.6,317869.44,680507.8
b6368340-3516-472c-ab3e-529e44be6c75,Hotel,Delinquent,EUR,919623554.1,84289791.03,789967.63,478042.93,54233.23,627411.05,715694.46,943784.5,620897.69,924506.14,847046.55
1ea6f8e4-342b-4959-abf8-a4ed27889c83,Industrial,Delinquent,GBP,674813978.4,289235924.8,235592.82,934624.6,30395.7,406748.16,893360.98,139782.56,213564.24,119863.05,455045.64
a382e590-b3d0-4b24-a885-9b4914ca6005,Office,Default,USD,499170797.6,627957501.7,176217.29,495802.84,387917.82,402968.72,988563.16,715537.14,993581.16,114290.52,158434.76
219f6632-8632-46fc-b202-7d27e23a77a1,Hotel,Delinquent,JPY,716083996.1,138322455.2,948827.51,21577.19,966617.12,651604.26,943951.87,56153.04,970134.75,922917.48,973426.5
dbbbf541-b289-4925-b171-669d90d794d4,Multifamily,Current,GBP,626665099.6,778708447.5,96704.13,519982.12,645439.4,306007.12,288637.82,237033.27,721272.92,35508.89,160448.51
e5c3e563-4c40-4372-8158-191cb2a37aed,Retail,Charged-Off,JPY,533979476.2,218249220.2,798892.61,181328.72,734044.81,197561.06,145082.52,326621.26,273373.4,515720.88,503823.72
bdb4a103-97a4-467e-82bd-b216603f4845,Self-Storage,Delinquent,GBP,419122644.5,170401329.5,352992.26,330899.83,903212.1,257561.91,942430.39,78728.56,69604.5,833245.64,554856.81
6a9c798b-ff3b-4bdc-9ba2-b95eaf00287d,Healthcare,Default,JPY,29401648.69,719808003.8,503012.64,250598.84,515530.0,231029.7,599323.12,461794.39,406568.49,272236.48,977410.44
18e49530-b8d7-48ca-a971-e40656889432,Healthcare,Charged-Off,EUR,868241593.5,882484116.8,927656.25,897552.64,634877.27,332568.01,205188.81,14525.83,346089.64,505166.78,311674.3
ac57dd5a-0f19-4d3d-aa50-8b518ce9158a,Office,Delinquent,USD,186097074.9,182602014.2,15398.12,769262.6,445260.13,909043.74,421936.67,5105.4,62581.12,216977.51,630614.0
68b6dab9-cb3f-4996-bfd5-ade0aa0fbc95,Industrial,Current,JPY,56992676.93,933982367.4,928492.57,467240.91,133833.82,975993.22,974843.64,457081.22,106225.43,438551.53,728788.85
75c5ccdc-5f46-472a-a3eb-ee947a2ef051,Multifamily,Current,EUR,620075698.5,432456721.8,441406.04,697898.66,240223.49,404944.71,87574.15,97303.2,317255.46,314781.21,868035.21
aa7f48f8-79de-494d-a80b-957bcc98fed9,Industrial,Default,GBP,878197586.9,286148109.9,727049.55,186992.4,832389.52,709184.59,497400.45,167454.78,716528.67,611444.13,598026.28
5bb28773-8233-452e-8213-0cf8d1fb0c3b,Retail,Default,GBP,966695135.8,396072160.7,791458.57,523082.2,857199.48,959184.95,483806.01,55106.08,373114.58,366375.16,335054.32
8f1ae80a-a9de-4278-a8a5-ba0cee04374b,Land,Charged-Off,USD,615788607.5,620934520.5,841108.3,207655.26,21970.03,168614.48,827553.98,350336.69,153525.24,11710.23,529484.32
45f49c95-2ef0-43d7-aafe-0f17a898427c,Healthcare,Current,GBP,3169800.52,707961439.7,798827.83,753696.9,502171.04,674914.2,92944.62,465877.9,282319.97,488543.48,143883.38
fee62b86-1f0b-4e74-be45-97c27cd08ac2,Office,Charged-Off,JPY,156632434.6,804073393.5,293026.82,638899.0,743357.82,541562.81,535643.11,452294.47,626487.87,867414.19,294257.38
097c758d-4080-43a0-b5cf-3a0dfd9bb78b,Retail,Current,GBP,346469563.0,789948557.3,170647.72,61567.66,752659.84,391162.65,71042.54,629406.59,958202.89,132213.61,352157.27
1010bcca-fbbb-4447-91c0-db05b3feb166,Office,Current,JPY,139936478.2,730866065.9,277202.1,24263.65,88265.84,766794.23,284073.46,976610.04,424526.42,307551.25,712743.76
55dc25d5-b42b-462f-b9f0-0a2c2f305233,Retail,Charged-Off,USD,415128049.2,927681212.4,230184.51,557275.11,120869.84,175829.58,236136.24,615021.6,722761.5,874897.72,608863.84
68c792d7-a2cc-46c2-882f-c90a9ba7d3b1,Hotel,Current,USD,303468664.2,309990351.8,62552.97,667793.37,704913.38,917280.73,943661.07,935952.32,966905.07,889031.89,95841.89
c50082cc-df63-4ce7-8aa2-a94e57f0c67e,Land,Current,CNY,690358652.4,369331142.6,780919.73,346384.49,745178.55,443556.53,115424.37,412946.44,569214.51,152738.55,443930.51
33015b57-eb1c-46aa-a31b-a1fae6b731b7,Self-Storage,Delinquent,JPY,333925521.4,628683332.8,988637.74,285370.85,736421.19,345663.33,750167.18,41614.43,70644.58,916244.71,714552.11
42a1b9c1-ee6d-42b8-9991-71add494a77e,Self-Storage,Default,GBP,406229758.9,885519655.7,160859.98,247066.17,117990.76,150231.88,486054.03,433755.83,879769.67,672644.3,790874.97
f75660d4-e179-48a0-ab4b-3d6f758b509e,Self-Storage,Default,EUR,131305089.8,26656572.93,33656.58,262270.17,257557.88,32682.24,930618.21,446693.48,421423.64,605409.71,579097.43
ce2eb42f-4988-416c-ac7f-82c0aabb7239,Industrial,Charged-Off,GBP,737329210.9,348726025.3,510956.25,666549.68,523503.25,684801.05,31167.9,501044.39,486323.99,110100.95,495768.66
8273dbc9-7e2c-4bcb-b354-622251b283dc,Office,Current,USD,236309890.7,98931752.52,939515.9,248691.24,399087.57,319006.6,525537.61,865120.06,463677.55,689756.53,133359.6
64f5dc4b-beae-4546-872b-10b437b437bc,Retail,Default,GBP,62413586.59,721774881.8,10963.38,789433.3,533927.6,762277.81,809491.49,514200.8,947643.07,637935.27,379387.65
9b3afe62-241f-4c78-8bee-71587cfb8e28,Retail,Default,JPY,892836814.9,450063878.0,494400.71,619347.3,169856.38,459752.53,916677.45,485052.27,395200.03,671848.74,373712.85
862a66ae-fe52-46c4-9ae2-5780e13c3a47,Retail,Delinquent,GBP,639322096.6,20687430.99,603798.77,311114.54,221555.18,36337.18,111815.15,880405.82,495080.77,878722.55,849507.44
f201f32b-fc0e-4f6c-bc33-af20b751121b,Office,Current,GBP,622755201.7,784898184.8,691418.74,617846.14,526635.39,348157.01,48313.28,539615.7,435769.11,589663.46,938632.67
d5abb256-84ff-4e83-89a4-cb9629f2f354,Multifamily,Current,GBP,772544798.3,686278221.3,409905.97,556809.39,436214.81,714588.55,463088.43,901115.63,200336.36,361142.26,987246.92
1027f779-7aae-4be7-8097-24a35dad67a5,Office,Charged-Off,USD,283478004.4,395354245.3,903622.46,683343.82,985100.08,815896.81,700726.78,100908.11,758944.99,895096.0,509516.66
0e041b76-62aa-4e2a-a062-729eafedea0c,Self-Storage,Delinquent,CNY,220112690.2,819310107.8,962315.81,622479.02,751740.42,159227.91,326606.27,128082.67,30509.61,739440.24,43898.77
af2abac3-7707-468f-ba6b-bd1ffe6b1ad9,Office,Default,JPY,722824131.2,660550402.0,40852.9,38165.05,613252.52,54764.72,176933.05,236929.17,993714.05,26293.53,839960.77
48701180-e567-4c8d-8edb-ff0fd0a10cb9,Self-Storage,Delinquent,CNY,284333581.1,763669161.3,63510.58,663804.52,834936.12,345921.72,938211.71,318796.62,86753.0,405136.2,406212.46
5530c3d8-fd72-41aa-8dda-2e0475d18e88,Retail,Charged-Off,GBP,580518731.6,584342531.7,385155.63,799989.79,175354.04,933512.5,772069.47,455920.85,850686.3,320436.32,705395.05
f85d6e53-09ab-4716-8fdd-7c02eb2c50ab,Self-Storage,Delinquent,EUR,783879865.2,810500516.4,781828.33,632704.0,273874.71,427697.36,903786.0,562520.26,688438.96,550472.75,165733.06
8aeb0ffe-0519-4d5e-900e-da3af50a8a08,Healthcare,Default,GBP,853990988.5,311362855.9,843457.98,955300.43,590511.8,842816.09,643952.07,357321.27,695076.49,589368.47,199794.08
d243aabc-1037-47bc-b2d1-185123b7975c,Retail,Charged-Off,USD,72288546.65,850615532.6,567898.5,248637.84,562212.07,174233.28,659612.71,417890.19,633949.14,513816.25,389714.68
48ec7f53-f739-47f8-95c9-d7764f59b5d2,Office,Default,USD,287722605.9,942064348.4,185795.26,906447.88,895967.33,195842.49,529150.05,527751.38,520882.66,725297.42,580638.58
d67b47f9-fc5d-4608-8955-aa22a33c99b6,Multifamily,Delinquent,EUR,383868255.3,853408984.9,418532.42,508382.93,539244.6,9587.15,558988.1,751348.18,78726.31,837465.21,900900.15
11ba19f3-71a0-4cba-9c00-bdac60d4836d,Land,Delinquent,GBP,843457811.9,334557757.3,509782.93,633460.88,248153.25,787620.08,124378.76,802790.63,573141.35,240675.9,827253.98
b43c0937-2f48-4520-b80e-20892579d8e7,Industrial,Delinquent,USD,128859200.1,877956554.3,873217.17,662096.37,63859.56,13028.0,7644.28,922450.25,635205.29,865536.78,575821.54
3da255d2-bded-49bb-a1c7-148dad0f9c01,Retail,Charged-Off,CNY,707578139.5,761541875.1,85420.12,908876.45,261802.03,902994.0,538016.46,886048.63,721639.22,719257.78,70797.57
cab9dfb9-e204-42ac-b783-2398ebc5e128,Multifamily,Default,JPY,57930005.3,286601597.3,271919.86,598146.14,180470.14,736321.14,952576.73,901933.85,386548.91,864468.48,74489.29
bfa8292d-e934-48b8-9fe5-a197857c7b12,Retail,Charged-Off,JPY,53020207.96,704393304.7,366746.6,276264.48,779759.53,634141.32,761142.98,880375.2,744278.19,246070.4,192826.3
7a5583f5-d4a2-4098-bd12-cd03334bb92f,Healthcare,Default,USD,926840637.5,912436660.7,874381.36,67088.59,359760.31,963880.82,954343.43,142517.07,440053.07,494625.62,861269.21
29a5f373-aa64-4477-b98c-8ce02c00233e,Retail,Default,GBP,194239633.0,992019063.2,265965.18,336913.32,540045.63,564445.19,837120.06,82834.82,774844.28,996128.7,165546.64
bc80ae0b-0d54-4cd3-86a7-16a12ba76c08,Self-Storage,Charged-Off,EUR,235113034.1,5494067.18,688188.9,146178.67,241473.26,626277.89,710660.13,364957.17,892785.43,602269.36,559173.43
cc1370c2-acc9-43ec-9fe4-02cef827a649,Office,Delinquent,CNY,611840065.8,757259627.5,306443.66,648272.22,655246.17,960215.24,360679.51,515011.11,472039.82,328128.49,470627.94
772361be-29a4-4183-800b-928c66f41093,Multifamily,Current,USD,941175751.8,726936022.6,481002.63,343132.68,985236.26,311127.93,371261.22,867375.42,331391.11,330651.86,526431.83
f3ef8637-f291-4dfb-9403-bae00ab57d4f,Self-Storage,Delinquent,CNY,763743246.8,519191141.5,723524.31,705870.28,461615.5,697701.81,144332.74,869522.81,265215.72,496162.88,481352.87
2274b7bf-c486-4294-91c6-7e909ae8eef0,Healthcare,Delinquent,GBP,734031516.3,288591870.0,474714.98,12741.87,553647.13,749599.35,449551.5,70246.63,402810.59,934069.49,570812.74
4b75e369-577c-4434-ac11-a2903b08812c,Multifamily,Delinquent,GBP,43613608.95,167851819.7,477636.75,31813.38,25093.27,693425.43,756717.86,487422.25,67712.13,97288.21,604008.91
b0c6f6c9-3ea5-49c2-8091-ca8ac08f6e82,Self-Storage,Current,CNY,139815117.2,829491217.7,933839.79,68184.21,413809.44,398963.51,490867.59,988599.75,945956.44,829450.56,552373.1
54583be6-5b9b-4b9c-87d8-409f482020fe,Multifamily,Default,GBP,570633242.2,573303869.8,134553.03,171839.27,610657.75,24294.08,149706.27,894426.94,864171.39,672446.03,668452.71
327e0fc3-8470-4489-8704-6ffcc75f0ecd,Office,Charged-Off,JPY,674875677.0,398679334.9,787102.12,763863.45,594682.63,12082.2,489119.19,578897.2,415600.09,192811.13,856059.47
6b8e3904-c3b9-44e5-b391-02d6d68f8d8c,Land,Current,GBP,170569621.3,676025152.6,20564.44,7522.91,960029.32,390855.42,554736.24,180092.29,483808.44,402043.19,162563.44
1ef1a46f-5570-41b0-b8b1-76641e56e7d9,Self-Storage,Charged-Off,JPY,870236349.0,905265827.7,740720.31,743133.23,82414.6,351149.8,129222.62,359812.76,138131.56,829420.64,18294.83
8eeb611b-6851-4a7b-9a2b-e6d7c6977281,Industrial,Default,USD,180249477.4,889144682.9,524309.41,361192.92,878653.23,83837.66,351520.67,712406.65,806500.41,561058.0,335630.07
cc1cf9e5-0501-465e-b9dd-3ce891e2d00e,Self-Storage,Current,USD,581698750.7,803360486.2,849939.21,732085.92,761426.4,205335.32,112160.71,781447.33,999809.08,47811.56,189142.87
5bf63ecc-6460-4a90-88e9-336e12944031,Land,Delinquent,USD,761210667.6,603505676.2,443474.07,83195.41,854793.75,121654.44,633854.67,598187.82,145321.26,37740.55,158131.86
e7ee08d1-6340-43b3-a1b6-5daceaecbfd8,Industrial,Current,USD,710724417.7,645562079.3,569015.1,88625.83,472699.83,9444.91,904834.16,418919.32,435539.02,947463.46,349700.96
bb7d6a66-d263-4ded-a07a-07c98fb242f5,Multifamily,Delinquent,JPY,811387676.4,969371292.3,593195.19,833838.13,141902.96,772673.87,123932.54,596752.99,811932.33,758609.05,870787.03
3e3232d8-7f29-46df-b6d2-36f5a01870ca,Healthcare,Default,CNY,739825723.5,826138410.7,406665.77,50736.78,25589.1,919111.54,568346.35,877594.65,957036.9,572486.49,762430.58
e0b591a2-a972-4b3b-9759-c375da0a0eef,Retail,Current,EUR,853170185.4,399869155.4,354416.51,998379.14,34640.63,580745.87,745355.84,272822.69,954121.44,967459.06,519934.75
a3092853-2be1-40ac-9988-94e00e5f2a12,Healthcare,Current,JPY,908700508.2,431161825.9,923079.54,978197.19,192329.05,757907.6,381253.94,601766.83,510655.17,846000.75,367160.26
3b5fee05-f41e-48f4-8436-21673ceed0d3,Hotel,Current,USD,823947491.7,415059994.4,136610.65,186637.22,678728.15,88995.18,219141.09,781818.9,847696.49,147172.74,769499.32
6a008c74-cf04-47c2-b4d3-dd9d492ce076,Office,Current,USD,895252321.7,971851480.4,123472.54,437601.69,622017.17,687149.76,797112.28,828994.54,242114.05,866470.54,15502.89
6831e4b8-d213-4df5-99c9-037b386a56a0,Healthcare,Current,JPY,594763142.8,771486821.0,221440.14,783984.23,396061.58,810066.66,977447.22,733248.47,360580.94,6456.26,865856.43
2644da8f-1aa9-43fa-b88b-ebc0bf799e44,Healthcare,Current,CNY,307363231.8,455744716.1,965848.43,336386.77,315870.29,419440.6,516243.67,326593.9,680130.43,273166.14,568196.56
b5070f25-3a77-4df9-b10a-35454d582722,Multifamily,Current,JPY,596079600.2,444266379.1,913323.2,983503.37,672394.94,547087.73,278599.04,696431.37,108953.14,834310.89,184638.75
fd0406c0-3c9b-4d75-9052-4b6e37dd2527,Hotel,Charged-Off,USD,96183132.7,607015993.2,739759.63,268565.3,795835.32,871804.42,812791.07,538331.04,336924.85,15309.73,638354.91
5df70d0b-372f-40cc-b743-802d70e69eaa,Multifamily,Charged-Off,EUR,809269378.8,8154852.97,442130.78,231913.08,181371.33,367339.85,522350.47,925377.57,707088.41,29186.9,91116.3
90c26bf6-f8e2-4e23-bb60-ec135117c079,Multifamily,Delinquent,USD,326075051.2,92055785.02,744480.18,115584.71,272326.32,456866.38,591945.13,505653.99,5893.1,906347.51,992891.51
aa0896be-3185-477e-b91a-3193685e2b29,Industrial,Current,CNY,940813149.2,919559908.4,947343.61,703353.62,239714.9,505052.22,328517.2,129084.62,15060.31,862212.62,262676.33
aa369f5b-2208-4622-8284-0c63f8e76196,Retail,Default,JPY,27363306.09,619536481.5,64310.33,88748.51,531708.87,684856.03,362368.18,80738.87,616465.63,283550.92,227521.66
99495624-05da-4f13-bd4c-a0396c287cf5,Multifamily,Charged-Off,JPY,897221566.7,765593424.4,670750.84,75062.9,832281.95,73988.6,757524.69,554689.0,177349.5,707144.31,917061.26
66c197a0-4349-4a4b-bb04-cfa6e4f13857,Land,Delinquent,USD,596632222.3,579061848.1,408415.66,244231.89,632655.22,538369.5,611756.12,729430.23,225608.26,768901.3,533974.91
1b549134-91d3-41d3-a85f-440334209ae6,Hotel,Default,USD,871647001.7,598415060.0,471475.78,106780.9,693735.23,916429.03,733368.61,726000.67,663378.65,297274.68,137471.91
0cdb04f0-ca68-4e20-bf99-cd97775d7e18,Healthcare,Default,GBP,195428174.3,905178508.8,133401.19,955799.53,996400.13,144906.92,12908.55,961496.88,48813.15,833084.53,823972.8
0745590d-fe2b-4a09-8410-299252edd98a,Industrial,Current,CNY,224039394.0,552359174.7,743095.36,288396.56,774694.3,723715.44,252003.45,837054.9,916054.86,456499.93,764535.86
03ed35d9-40f9-4aff-be22-f5398c43b9e1,Land,Delinquent,CNY,963475697.0,821117195.1,106984.27,308116.7,379201.24,697585.25,956686.92,685190.4,288921.63,642147.57,757433.96
fb2d2868-8942-42c6-96ac-c26aeefc9adf,Land,Default,EUR,138080005.3,282328635.0,536611.64,503385.01,948594.44,231535.97,813180.7,581589.74,244065.18,486655.16,399546.95
a34a62a0-1b99-4ea3-b26e-d531000d5734,Retail,Current,GBP,991773118.3,25869714.66,692473.29,564104.23,935554.79,859756.35,162018.59,843043.52,813352.07,149141.4,103133.71
7f3b29f4-a4e1-420a-b24e-88d0b83724f6,Healthcare,Default,EUR,101154563.0,348296052.1,779969.72,707143.6,807477.55,602393.66,373067.2,244303.34,554529.03,444073.24,839606.28
f34b8d3c-08b3-4536-80d3-e14061320162,Office,Charged-Off,EUR,129638925.7,776295264.0,546841.32,104752.34,493640.11,965963.66,121631.93,540573.7,362005.75,246706.23,494565.27
c4fda224-bab8-411c-8b50-fa89a04b8d60,Industrial,Charged-Off,EUR,480140335.0,684092751.5,611177.69,37058.05,502785.03,184545.66,794008.85,221469.08,742298.54,290864.12,545998.11
6254ddfa-f873-400b-9458-a1a626661f0d,Self-Storage,Current,CNY,928951378.4,112186752.6,356179.21,949492.48,862147.4,725917.13,204039.15,758285.62,30363.36,318367.95,780074.51
11165720-4cd9-48d2-9145-5b0e60d10195,Healthcare,Default,GBP,263667268.4,996484214.3,865331.19,695734.63,653423.88,872115.12,626666.08,246199.65,586619.34,781030.72,138369.01
1116e172-c16c-4515-a80b-a57dbab838ae,Healthcare,Delinquent,JPY,310505068.2,325842763.0,967573.51,111861.52,456639.47,609573.59,436007.2,336274.98,363524.04,835728.5,769830.62
2ea5f3a8-c137-4733-a567-207217d51cd1,Multifamily,Default,CNY,782375019.6,561135118.9,654873.98,653684.27,429346.95,955110.3,282942.16,792419.25,4841.62,386635.02,761642.6
3520413d-0e5c-4ee5-89d0-6d5a421f5510,Self-Storage,Default,EUR,770745430.7,637284886.5,399583.24,604362.24,57830.56,401459.15,743945.58,566608.25,404916.67,817744.41,641314.29
bdb81637-32a1-4af0-82b7-615c93a16798,Hotel,Charged-Off,GBP,36131737.42,293644477.4,778466.87,978049.52,730830.96,756694.22,414695.73,699997.48,455267.45,595534.45,384346.39
