Customer_ID,Loan_Type,Currency,Economic_Capital,Expected_Credit_Loss,Stress_Test_Scenario,Recovery_Percentage,Net_Loss_Given_Default
573f7b08-de80-41f2-a87f-eb43e7f09d8a,Revolver,JPY,750124.01,718604.13,387289.07,886530.72,391558.2
e6143af5-8304-43aa-9c7c-5fc8d6e230bb,Revolver,JPY,920587.75,71057.96,429603.57,586860.43,991831.2
d0984ff8-0f94-4b1a-8bbf-7098ee2cec47,Bridge Loan,JPY,865052.25,937163.81,691425.3,365125.38,128966.44
4387e6a9-f4c4-418e-a55a-fa4a63e3b503,Bridge Loan,CNY,967574.69,142393.91,512482.09,12215.34,268909.99
315a588b-217d-42bf-8833-26d3d639e3e1,Revolver,CNY,598767.39,547150.77,9239.78,522654.04,701911.1
7f99af54-6307-42ce-8f3f-0d95c3ea59b7,Syndicated Loan,GBP,155549.59,936530.04,114976.72,728120.25,169419.21
2880de56-fef8-4504-bbc0-5b9c1161dd03,Syndicated Loan,EUR,721681.86,874029.09,331346.38,764300.75,732055.73
a4777b22-a52a-4a75-9a6d-32f3b0039854,Bridge Loan,GBP,824115.24,59359.64,677438.34,896495.89,83267.84
baac45ec-e6a9-450a-9ae6-4f247e99d575,Bridge Loan,EUR,526951.64,52783.68,707750.89,496565.09,198990.44
4df66e20-dd34-42fe-82f6-4e955e86cde2,Syndicated Loan,EUR,109900.77,294224.4,965914.8,478233.41,965176.63
7e7fb183-a3eb-4e10-bf5d-955fbd094f00,Term Loan,JPY,437976.59,966587.41,496586.89,228747.96,400981.51
2351ebc5-8b2c-4309-aed6-0a8e1cb8bcf2,Bridge Loan,CNY,854349.38,818058.68,333714.03,394884.64,231252.04
be8aef75-fdbf-4a2e-81ff-59e0314a90e9,Revolver,USD,798079.24,443140.86,560761.9,190728.15,80186.65
fd36c8b3-8dba-4d48-8e75-0055debd97e0,Syndicated Loan,EUR,926386.57,85412.17,977009.68,799338.9,295366.18
dcaa22c2-eba9-4097-94f6-471f14ad1205,Revolver,USD,913434.11,483708.23,89765.42,74802.6,469679.0
dc4f958a-e6f3-4748-8942-c227af71ab22,Syndicated Loan,CNY,627616.24,457840.73,81971.79,456533.76,851895.99
a4337df8-eca0-499f-ab23-368d3acb6558,Term Loan,JPY,575585.43,299584.13,964329.61,317377.3,511516.54
d14c2a58-bb83-40dd-b9d1-9af2007bd43e,Revolver,CNY,416882.61,123595.0,126264.85,500152.1,579207.7
4870fcec-e77e-4107-aac3-c4214158d026,Syndicated Loan,USD,553166.98,789414.16,377669.28,13502.8,837885.61
57a0d8a2-32ca-42a1-9db5-3216658f8562,Revolver,JPY,503259.99,186759.55,520197.84,699333.22,164323.03
2c02e75d-f930-4a2e-8156-c5c8c3c7aa3c,Bridge Loan,GBP,690552.94,869202.22,628643.08,225165.56,262862.01
1b777997-0a34-4ff0-93de-b16684f12ed5,Revolver,EUR,655159.67,295361.97,523818.22,691596.78,170048.82
3f28f480-e83b-49b4-b391-88d59c6a0ee6,Bridge Loan,EUR,438387.33,934702.5,495681.32,264923.67,47819.12
b8537b04-fb0b-405c-8776-720b010ee471,Term Loan,EUR,792031.56,260657.89,279482.45,563990.63,546854.9
35a557a8-0f1b-4566-9ded-04d3e49c49e7,Bridge Loan,USD,374022.23,709646.7,278961.51,59998.04,460117.96
543b0033-5152-4ea7-9093-57059e8371dd,Bridge Loan,USD,848896.42,659353.73,839725.75,907316.12,355181.05
60643dbd-96eb-4f31-9a72-c735e89f6eaf,Syndicated Loan,USD,397499.49,405110.71,147435.45,94590.22,813327.35
0a2cf75e-9f6d-4191-aa9f-744e2ddbffd9,Term Loan,GBP,743941.89,658316.58,750448.44,106457.98,816928.91
7e2e3a40-a4cd-4f27-b65d-20595359ae82,Bridge Loan,GBP,741486.35,5338.4,514839.97,578261.48,317937.62
38a1c44b-8075-4803-bc06-90381203e4d8,Revolver,JPY,899164.61,49783.31,954343.25,136510.47,344827.74
b24a1ee1-75af-4cf7-8de4-a6e421f3c88c,Revolver,EUR,45523.03,938737.8,377510.46,808084.1,72245.88
333b6b40-4f79-4c07-bd31-2b270dbdf954,Bridge Loan,EUR,648008.82,822117.6,337556.78,967997.2,579849.85
8cdb6eb6-ba7d-4fc4-b0ac-fa1b8c7cd0ae,Term Loan,EUR,166166.31,456483.45,102509.86,181705.85,462174.96
8f6f0a92-da86-4afa-88b3-28f879b7d9b4,Revolver,USD,864248.98,269961.35,165972.4,375919.21,123848.12
51f0a31b-60e3-4798-a867-a2eaa7827596,Term Loan,USD,123119.69,801449.96,573588.88,101444.81,873145.43
437836e3-f7ee-44c0-9dfb-bf7a7b9f1ff7,Syndicated Loan,USD,131320.98,348123.32,970686.35,97630.62,7537.5
ea1d13ac-0b3f-4603-aab7-868955881aa5,Term Loan,GBP,16294.66,430825.01,877868.31,173440.8,601288.93
2105e6e7-fb02-4b19-a152-e42f3198183a,Term Loan,GBP,488605.58,10508.97,232389.8,741483.63,674217.47
4e0037b6-9fb1-464f-aac4-21d573e28087,Revolver,GBP,261564.8,887076.32,814158.67,785632.8,109417.42
87bf8aee-db2e-495a-a8dc-46c3e01c732c,Revolver,CNY,45041.66,626844.33,958213.58,764954.9,277369.22
ce7dc667-7c59-4c36-ba2f-a85bda1d4b5d,Bridge Loan,USD,272326.35,207624.81,281881.14,137253.88,374064.06
e9c580b1-a39d-4f51-a1e7-92a102099e97,Revolver,JPY,196626.24,350860.62,868195.56,209010.92,330610.67
04ea1cb6-48fb-47bb-9521-865eda898240,Revolver,GBP,170844.72,743099.07,11150.86,192718.49,626462.18
270e3d16-ff74-4b4e-a69b-354e0babca1d,Bridge Loan,GBP,430158.95,193700.1,88466.39,767203.36,249460.4
8582e649-d55f-44a3-b5cb-481bf0c10c47,Term Loan,USD,945720.17,539811.5,840274.47,613227.02,924010.41
930a67d2-4176-4f9f-9f21-1c77f8beadd4,Bridge Loan,EUR,722040.03,796907.97,568315.96,539947.57,86539.73
9b937d4c-d6cd-4ff8-8fcc-a7a6215e22d2,Syndicated Loan,USD,657347.04,344837.46,272747.24,482815.37,179169.76
ef55eb57-e063-472c-bd58-699374f108b2,Term Loan,GBP,66562.96,939165.58,371055.89,255680.92,324910.89
61be7d3d-f36f-474a-8a64-2b6032cf332b,Term Loan,JPY,306511.37,474643.14,545289.96,396276.55,87411.66
3a5fdca1-4a95-4823-8785-24cbfa296560,Syndicated Loan,GBP,571226.17,669272.77,925333.17,915940.72,662410.7
650315a2-71cd-42ba-8e04-003635127262,Term Loan,CNY,388675.48,978586.11,95315.15,524278.16,691698.18
1da83dbf-ad33-46cd-9cdd-1613d7768e50,Revolver,USD,898494.97,176391.6,626479.72,141323.97,185073.04
312a2ef2-825a-46d7-af0c-285d9cc7e585,Syndicated Loan,USD,474196.32,443179.2,694952.93,551419.39,284654.36
118e76f0-9b0e-4b8e-8270-f42112b8cded,Revolver,EUR,906100.5,339804.54,734296.06,931713.09,261236.11
dc995039-c951-4b5c-9f56-71fa4d9fe0bf,Revolver,JPY,547239.11,614119.37,816151.64,414988.15,210135.07
2cf26796-381f-42c7-a4dc-d72df9df19c3,Bridge Loan,USD,157994.05,204643.49,481780.62,738672.57,595400.34
3ff13708-be4e-40f0-b5ff-943547cd7fb0,Syndicated Loan,EUR,232103.33,476209.15,999269.85,995485.57,524598.04
518d0a9a-2bf2-4f54-9cab-5a660cfbd0a2,Revolver,USD,985505.14,707938.34,68595.7,68460.46,41587.45
05162900-7637-4472-9875-ea0dc04799b8,Revolver,EUR,667720.82,618510.35,497352.34,766058.84,808303.27
2c00cacb-d48e-4dfe-a13e-36656fe171ed,Bridge Loan,EUR,542479.0,159163.71,829486.9,62867.86,862655.81
e7453430-baf5-418b-aca3-b6dea5281ca3,Bridge Loan,EUR,626140.03,36538.88,498921.45,480433.82,765616.88
fffa6167-df35-44c9-b03e-9f18aa6dd20f,Term Loan,GBP,836134.03,185958.87,370589.79,587849.73,561313.38
348a1906-aa93-404b-802f-1b08d9f41ff5,Syndicated Loan,GBP,757526.42,399923.7,739535.78,776317.3,227492.86
bdca59ff-4c71-4d5d-a8fb-1150b5a9b772,Bridge Loan,USD,589167.58,651404.16,882978.54,137755.71,863480.48
05017d37-4f95-497d-bddd-31c0550fc269,Bridge Loan,GBP,416072.78,219139.62,210888.0,389402.95,587098.85
7a0147e1-6a70-4517-a671-98cedf23a483,Term Loan,GBP,795754.25,122797.92,569950.54,823606.71,696268.2
b7ab16b7-838a-43e0-b1f2-fb300bfa63a6,Revolver,JPY,708358.97,383263.71,292409.43,158062.68,230258.48
0180f8b9-8823-4951-bbb6-2cbea85109d5,Syndicated Loan,USD,873382.06,270540.65,730040.62,306452.57,202914.94
cd7266f8-d4bf-4e10-ab9e-5d8d750a5796,Term Loan,GBP,888309.43,339797.64,274646.2,71350.98,147670.4
a9b21bdc-f115-43d0-a8d7-fc566fa6d2d4,Syndicated Loan,CNY,108720.39,204090.86,214597.92,137485.97,16785.59
70b8c494-780d-41db-93f8-71718618b904,Revolver,EUR,18995.53,44952.02,267021.29,653517.37,243576.64
3a2cd767-2c3e-453a-879f-a18311da47c1,Syndicated Loan,JPY,824065.1,34383.42,112864.57,995073.41,634330.71
c881f7c1-ce61-47c9-a084-cd00f5694781,Syndicated Loan,JPY,502169.51,967356.68,385603.39,877572.58,911218.88
8d40ceb6-eebb-4af7-863c-70234b3d70e6,Revolver,JPY,922328.46,39.21,599966.21,848130.1,778235.2
e8312830-c47c-4869-9f7f-fccbb5105ce5,Revolver,USD,821566.34,870531.53,535798.23,292568.72,806272.91
802bc5fb-3355-4f7a-8259-ef58cd35f15a,Syndicated Loan,EUR,98647.18,888901.61,629514.73,981843.61,399470.77
bd471ffb-b5e5-48a6-9c79-5a55c06f0e94,Revolver,USD,363562.13,954659.65,446675.38,84640.04,989759.37
a8686d84-8047-4435-affb-b274ba26f317,Syndicated Loan,JPY,91085.92,430227.46,471349.32,682990.51,889283.63
60b034ae-1215-4ac4-9ec0-c04cf050a14e,Bridge Loan,EUR,528197.03,181001.57,271754.13,138910.0,119660.64
c4b270e6-f57e-4445-8fb9-2cfd8b16c50d,Bridge Loan,GBP,628238.92,18703.05,143166.19,308641.06,116191.16
3c5cac97-e635-4f10-aa7b-40e21da81b00,Syndicated Loan,GBP,9401.94,801287.96,409888.84,961542.76,508513.1
b00aba1c-1a14-45f3-a66b-52b155d20a1f,Term Loan,USD,746375.38,968983.27,80880.9,659477.16,344495.96
2077777a-2502-43e8-bf6f-20d53f06cdb5,Bridge Loan,USD,80407.89,769919.81,19663.3,538205.63,749225.09
96206cd8-a13d-4cf9-a33d-d1c0274da8a8,Bridge Loan,USD,202671.13,774647.95,26936.56,735980.05,300424.5
dabd0893-57b8-4cf2-949c-d269516a2c88,Term Loan,USD,771062.07,109840.24,126269.6,174637.66,467549.29
0593a283-d741-4a07-884b-fa5785d92d6b,Syndicated Loan,GBP,432824.36,468576.61,395029.07,177260.78,898119.14
772097e6-9fa9-49ea-9df2-d139b989409c,Bridge Loan,JPY,282656.0,821013.02,630825.8,249585.81,754767.59
20baa2ce-a0c4-43f2-b355-9d8f0ba8ac24,Term Loan,GBP,560841.12,440286.41,646535.64,425518.92,821292.03
a885e096-369e-476f-95b8-0dad90543c0a,Syndicated Loan,JPY,737734.55,361564.81,517217.49,250124.04,582097.55
90e75dae-7317-4de5-b50d-e79a6e24ff28,Bridge Loan,GBP,137366.01,124852.22,648614.7,755859.1,703822.52
40c27bf7-93cc-4028-96ba-17ec9cc9776b,Revolver,JPY,214407.63,638851.67,888230.28,928344.2,317355.27
543af1c4-fb07-43a5-b19c-711ede85b045,Revolver,EUR,669926.09,301575.92,632339.22,768047.0,986706.75
692178a6-810b-435e-9235-35627ade12d3,Bridge Loan,EUR,109450.43,776362.5,113137.89,912876.3,249575.03
d8098195-b8fc-4975-8608-abd2d7b49d52,Revolver,EUR,997102.03,428620.63,847604.34,524610.74,190078.86
7cf3fe6a-fa3f-4ad6-9170-563861a74607,Syndicated Loan,CNY,49725.55,389712.91,856665.88,106379.67,531722.34
e73e9603-9e5c-456c-99b6-b6cfdfcefc45,Revolver,USD,294137.37,113286.53,387580.6,36457.32,603007.03
adffa919-17be-4b3b-906c-03b842dd62d3,Bridge Loan,CNY,541212.09,690169.92,575238.14,898073.78,163017.38
8a9acdef-36d6-4c0d-9ed1-08f5dfaeb35c,Revolver,USD,318876.3,379187.62,298805.02,668213.93,604444.75
a8d72f7b-fe68-475b-bc03-0285fcb85706,Revolver,JPY,879405.75,427011.82,198945.26,361789.88,911832.81
bd1d015a-92ea-41a8-b467-9a564f0613d4,Revolver,GBP,310895.19,839531.16,336026.14,365770.95,374658.36
891abd03-5264-4e1c-849c-1981391a56b2,Syndicated Loan,EUR,808025.88,801240.33,856050.4,587891.94,587782.03
ae002555-e952-4539-818b-75c37139b6df,Syndicated Loan,EUR,213788.96,885915.47,437904.92,358167.84,800453.84
4d84913b-4c2c-4d62-bc47-d8d4f42ebecc,Bridge Loan,CNY,403783.37,250303.67,363923.95,571923.47,249511.47
0bc6f3e4-1713-46f6-bc7b-2f36fbe4e741,Term Loan,CNY,234748.64,399419.76,116012.95,294507.17,345985.74
4b2df11d-86e9-4722-ba47-8614d1df0d57,Revolver,CNY,230496.87,703667.17,646384.15,723897.28,108827.69
f89b7d57-d1ea-4b08-a726-07c44e97187e,Revolver,EUR,653742.76,690360.22,542189.6,811074.47,792138.36
73bd9ef0-83fb-4738-a29e-43d2864e334c,Syndicated Loan,CNY,640243.87,993512.67,870612.66,783200.36,560622.32
760e1f71-328d-46e1-9aec-b92ce84e1b6b,Bridge Loan,USD,893490.16,139693.97,449204.9,878777.51,86314.55
0bd5fb7b-b4dd-433f-b6f4-815d5f6ec88c,Syndicated Loan,GBP,143119.42,730015.53,328293.08,175117.02,50582.29
9961d494-0b13-49ab-ac34-5b9e1a3a3c39,Term Loan,GBP,396482.25,514281.0,447995.2,87108.27,768234.29
0d48728b-ab48-4685-ab58-b68869c7b416,Revolver,EUR,214148.86,991104.52,172946.69,319884.88,258774.76
aa308042-1051-4c3f-8769-307a3a35fd3a,Bridge Loan,CNY,295455.03,630990.16,443741.89,682418.89,356492.86
ca7f168f-1ec3-42c4-8c5c-ed346374d708,Revolver,EUR,393613.32,630817.63,481959.54,797363.98,936229.14
b6a8ac83-d362-48e0-a91a-ced41565dd7a,Bridge Loan,CNY,735406.34,200843.57,985765.02,2210.95,962817.83
e31a98dd-3c4c-4eb2-8e70-76f4d0de8652,Revolver,EUR,895515.77,615804.38,825482.4,649889.65,691820.71
a6aefd27-d020-497d-8b6d-c43749ea3f57,Revolver,GBP,556262.18,606424.03,831507.59,624221.0,322207.95
69c5e538-a89d-441f-9634-7b5bd42ec201,Revolver,GBP,486414.76,4185.1,870072.91,556632.32,526016.77
2cfa6651-0c3a-4ad7-a90e-01cde64cfc57,Term Loan,GBP,31872.24,265819.6,214640.77,63600.49,678661.96
c013cb09-cc34-444b-b4d8-5cc59d362f1f,Revolver,GBP,996268.26,519573.18,494467.88,465948.35,515300.65
2b5a105f-962a-4b27-8faa-82dacd43e010,Term Loan,JPY,274965.83,764108.33,156336.45,766754.23,340739.8
ea099276-943c-4d5a-8696-90d5f83f80c4,Syndicated Loan,CNY,399009.57,300976.49,912592.43,519398.5,505681.3
72896231-8e4f-49eb-a0de-cbdc9f262741,Bridge Loan,USD,422669.42,291185.09,194154.3,494377.34,876997.63
9fc5a446-709d-46f8-8eae-b9206b98b594,Revolver,JPY,884466.08,263182.04,477770.18,913852.82,464891.82
06804205-b483-49b9-9484-ed4e967bba50,Term Loan,GBP,772125.12,781101.77,241700.63,73805.44,535392.85
3583afc8-7274-42db-846f-2b89be932b71,Revolver,GBP,466847.29,183370.34,12918.07,229473.15,898254.68
5cac6948-81ee-41e6-9c39-d6f815a7f288,Revolver,JPY,356779.67,208223.73,115629.97,941238.9,534939.15
c5664b78-df73-440a-ad99-28a6ad211b6f,Syndicated Loan,JPY,279860.25,294161.71,52931.27,867610.19,852821.69
bc12a6bb-5d85-43b8-9d26-23c9765a03b2,Bridge Loan,CNY,670007.1,831474.87,791465.41,287422.98,438643.46
149d69af-49c8-4d0c-a429-6fe879352940,Revolver,CNY,93738.47,843718.73,668954.51,708684.99,550192.42
f1695fba-3310-46a6-9428-26791504c86e,Bridge Loan,GBP,183692.33,397763.47,188532.78,342215.17,552484.17
a9cb30a1-7804-4e20-92e5-d8c2577b0e1e,Revolver,GBP,429437.82,858024.09,472823.18,405479.21,588130.67
91cf44ba-5998-4132-9345-0c8be157b000,Term Loan,USD,177914.08,591142.48,312847.44,99989.6,457997.29
d4b910d8-9d51-4000-8843-23818350611e,Syndicated Loan,GBP,25520.12,833283.87,553554.92,865476.05,465885.97
a8987dec-bba0-476c-8bb8-2dbfad72b2f2,Revolver,CNY,269098.57,96083.82,656606.06,547117.68,621655.25
e5e2b61c-0bc8-4661-8249-809489cd318e,Term Loan,GBP,322599.78,802000.45,677227.08,804531.84,486581.42
2be25b3d-c381-475a-a9ef-265a031809de,Term Loan,USD,736699.3,823051.5,846706.37,275528.22,787221.81
6023755c-1ee3-490c-a043-bbc520b3942a,Bridge Loan,USD,118359.14,258804.95,926711.66,649944.66,903650.51
661a2a94-84c2-4bce-9381-1b879915e95f,Term Loan,USD,42781.53,811543.51,26665.76,947617.46,244099.33
67602d61-90aa-4bf3-be69-eac095d65dff,Syndicated Loan,GBP,79358.86,940074.6,139534.99,84673.62,133337.05
9cbc4325-2511-4607-8dae-6bfde84cc66e,Term Loan,CNY,971827.05,436054.57,696569.47,844631.02,660023.24
20e4c0ac-5494-4092-bbc5-d999c24a3469,Bridge Loan,USD,788855.11,501499.83,691374.88,899588.5,401526.66
5fe71797-9236-45a5-b039-f02f8e13a8d4,Bridge Loan,USD,329439.37,332039.92,722345.87,772075.89,406848.05
81d0d1a0-738f-410d-a314-e6991464278a,Bridge Loan,GBP,822096.29,87879.15,387952.83,100328.11,759321.56
16adf2ef-f303-4a79-b48a-cc280d164bb3,Term Loan,USD,341844.92,188074.6,333025.47,350119.18,98689.73
21ddb4e1-fcc8-4f73-8de4-dcc888e238a6,Syndicated Loan,EUR,77502.96,849068.89,888296.85,656183.07,990795.67
6be9c2b5-61ea-4ff7-bf2b-3520c8182c60,Term Loan,USD,263975.44,751410.19,218977.11,17373.38,229961.1
017459d6-2d2f-43b3-aebb-283b0078abd5,Bridge Loan,EUR,551160.08,688469.61,152293.04,10369.6,482165.35
ff03fd46-753b-4373-84b0-ae5ae77c8ba9,Term Loan,EUR,717655.96,372047.44,815104.14,72891.43,902796.62
c1735f98-7ec1-4109-a94b-a59e6f2c37f1,Syndicated Loan,CNY,171133.31,879587.85,715865.81,217393.83,25450.2
39bb5dc6-e633-4897-80de-9519616cf8b6,Syndicated Loan,CNY,657104.36,874566.42,411737.16,695881.72,463994.83
99f6e9ca-573e-4479-9aa3-9a5b58d6065e,Syndicated Loan,CNY,426397.71,454863.49,179535.01,813178.95,255456.15
57d9ff76-bccf-4c23-8f2f-28a0ed59f652,Revolver,EUR,704288.47,164313.2,217337.45,755967.91,552987.53
0e3bbec5-0946-4225-9eb0-49d2d5b4a69f,Term Loan,USD,755866.61,410457.89,857744.64,256323.82,869175.49
23ef6c25-9e24-4b04-8520-fe6583240d33,Bridge Loan,USD,872986.03,995704.64,718809.33,417547.74,840713.2
31671839-dd80-48f6-ae4d-bd923606ad42,Revolver,USD,839447.55,513074.03,828922.52,573331.07,129263.03
94163091-44f3-467f-ad49-bc40ad33e2cf,Bridge Loan,EUR,426969.12,52983.11,970484.51,605993.69,305828.83
c0d8f86b-bfab-49fe-baed-cdae68539d21,Revolver,EUR,390123.65,667248.14,199991.25,405806.8,172208.95
bf87a1d1-ee9d-4d9d-ac96-c1db1d20aef3,Syndicated Loan,EUR,932974.44,429011.07,958991.72,154679.12,155746.56
afd209db-e271-42db-af14-685ce287b3a9,Syndicated Loan,CNY,899089.49,276444.47,882839.6,694511.02,527634.19
dc86dfe2-853e-4f83-be42-faee1b6b5fe8,Term Loan,GBP,463755.3,114781.55,404645.14,823303.89,421511.63
4f710be3-8ebb-4139-a3f2-56e59b4d27eb,Revolver,EUR,398789.54,577864.27,626528.59,462018.17,703771.94
ec933568-0dab-476f-aca2-0ad963b62a7d,Term Loan,GBP,586388.58,977759.58,508952.63,558691.05,787319.3
0df851bb-cb53-493d-b05e-00603d2cbd34,Bridge Loan,EUR,30808.15,637863.63,79197.83,264238.14,447981.22
8862a289-03ce-45e4-ad0f-ab9880dfcf3c,Revolver,CNY,608335.16,43558.48,483742.91,473188.92,358527.71
2022db96-771f-4a54-9f39-775cebb235c8,Term Loan,USD,540406.08,521674.11,389105.93,960167.5,884370.54
b98043ad-77d3-437e-a72c-f0c30a017178,Syndicated Loan,USD,634775.72,355009.15,584022.13,484817.61,564641.01
eea63d72-1411-4b89-bc6c-f5b83a382518,Syndicated Loan,EUR,341802.57,211656.31,349483.1,268168.69,600260.49
a1f9c1b5-0590-4b1f-94c1-62dca4a6be0d,Revolver,USD,559348.26,287275.28,627411.92,557976.66,238307.22
69e4b2e8-c852-4a8f-855e-708c68f5c8dc,Syndicated Loan,GBP,521492.89,273668.77,444033.19,879788.73,699331.55
e50f1280-88de-47f1-8357-650622c4ffb1,Term Loan,EUR,453794.16,125753.67,288326.36,413287.64,916429.38
18d3d925-7adc-4ee8-9046-b02e622cf42e,Bridge Loan,GBP,630916.78,961060.42,793522.22,598819.41,281247.42
426b0d6a-9458-47d4-af9d-bae6c456d30a,Revolver,GBP,677501.4,243906.05,64461.53,993789.45,889172.39
278c64c5-574b-41c7-83ef-57efa8af0eb4,Syndicated Loan,GBP,441282.6,874358.31,144133.06,270298.56,825697.88
2e66db17-5e01-41a4-af7f-4803ce4e512f,Bridge Loan,JPY,825091.75,685599.36,584836.98,3356.19,869880.28
17cb669c-f659-4d3e-a59a-f2dc1dd28ea6,Syndicated Loan,EUR,351520.48,161404.44,130458.75,674906.91,448441.3
40e6a8a9-85fb-48af-8751-5f68a8fbe9c8,Syndicated Loan,JPY,432626.72,126023.92,88502.37,355363.8,785656.56
8a014bc6-8468-4254-8170-9e9e5dd6942c,Syndicated Loan,USD,734032.58,253044.72,759456.99,225534.34,958899.07
fcc23023-9764-4e4d-87b5-fd8a89603c16,Bridge Loan,EUR,676848.92,860369.32,987308.85,531861.37,136216.17
4f43118b-2604-4594-85ec-1e8e8147a58c,Term Loan,GBP,387647.27,776102.75,986043.17,89196.55,999765.24
58211ab1-b83e-4ce6-b163-febd0957f9c6,Syndicated Loan,USD,304994.02,331935.9,794003.02,438295.14,53795.39
c1a076be-da2b-4e33-b809-b7a44497ced4,Revolver,EUR,598051.64,397591.44,339681.83,628554.55,759614.42
bf2575c6-1db9-4909-9f49-3d32ee6148ac,Term Loan,USD,382545.97,520641.16,703931.56,858316.03,138417.0
0eb0f008-abb8-4795-acad-e18e67c534d1,Syndicated Loan,EUR,229203.84,167433.01,986671.12,73991.63,855336.0
6c4efa01-6b7d-45d2-8058-fb79c1675bab,Term Loan,JPY,399786.96,370778.66,254860.69,830683.72,550059.19
bc788092-6135-4454-8d01-b0cd2d585865,Bridge Loan,JPY,344208.59,149485.55,438536.63,828656.07,424703.88
8a82c41b-5ba3-45b7-ae16-d21d9624acc3,Revolver,GBP,894112.13,888572.6,310353.54,194534.65,255678.3
75c78472-c2e6-4e3e-8ae5-397190d5c59d,Revolver,JPY,670534.6,243691.84,156315.77,746362.35,332982.93
08ebdd5a-8cb0-44be-bb7b-8d5e29e2def7,Syndicated Loan,EUR,284346.97,109252.55,354445.35,106889.83,375620.82
76a14eca-f9c9-4171-b6cb-2888810cd0ed,Term Loan,JPY,378280.6,923524.11,816979.24,865909.11,25664.97
aa957074-9c46-471b-85f5-4d15a704a6b6,Syndicated Loan,JPY,52894.09,944174.12,914467.72,970304.67,521815.9
98219656-2b09-4409-998d-b8bce912df7c,Bridge Loan,CNY,281325.08,997634.1,764806.57,260861.15,156407.34
df67c01e-99e6-4c3f-aeda-94b08429c334,Revolver,EUR,701330.0,726159.2,233288.25,74055.89,762109.76
c2cfab89-b32a-4a92-89da-d8d7932ecb50,Revolver,USD,344159.02,587351.57,637186.51,988378.67,601813.61
dd1c6d64-7afb-4007-a6e7-6888ec1f6f8d,Syndicated Loan,GBP,577248.31,625828.67,591148.65,893004.91,340726.99
f875a10c-e0ed-4157-8b9f-c88bd39e33ba,Bridge Loan,USD,707152.52,666004.85,388508.17,645875.69,13750.23
38c01d51-732a-4192-8cbe-46046a9672ea,Revolver,EUR,541606.88,591110.57,374631.89,546318.54,165159.2
20e93fcc-3a3e-4366-9ef9-66d1c8f3bf6c,Bridge Loan,EUR,234389.35,294786.14,714169.35,197294.24,970898.61
3942a3b9-7b2b-4280-9b1d-85d86c8b8dec,Revolver,JPY,510999.73,456344.06,352666.91,994518.13,69053.4
9a486474-ca29-46e4-a94a-da239a603c54,Revolver,JPY,197953.38,545116.37,733277.85,165713.5,918823.97
8a344a2c-6d53-4721-a907-21da107e2044,Revolver,GBP,219600.07,955608.71,765312.79,749526.7,469609.92
aeda4061-0f7c-4679-ae6d-bfb7ce041273,Bridge Loan,GBP,883180.16,68379.3,927631.15,613365.57,207570.04
b7836ed7-d004-4ed4-a4de-686ba8c0c5a1,Term Loan,JPY,756087.64,530234.67,720797.85,930236.41,585049.92
f26f96e1-1330-4317-8410-70e5732fdce6,Term Loan,USD,578740.34,794517.29,757423.69,840424.07,916435.94
9dee2b25-7a14-430a-8a1d-09a9d32da3de,Revolver,CNY,435955.21,448812.51,916769.97,577292.19,169102.15
f2c182a2-404d-452a-b061-7c3768230f66,Revolver,EUR,752317.05,410365.18,650240.51,728231.8,334948.57
a6b18579-5b07-4dbe-844f-e59909406c78,Term Loan,USD,706612.96,431306.06,720944.46,382199.34,500040.97
43168307-a280-4bf6-9685-d6629b64e3ac,Bridge Loan,EUR,397842.06,831652.35,39761.99,657270.78,878014.73
56256b52-0976-44ea-bf2f-9418f9d424aa,Bridge Loan,USD,241275.1,111181.2,454506.17,418486.46,336888.99
0c6cc167-bc95-46a4-89ff-5fd94c10be2f,Term Loan,CNY,482004.65,214588.74,959805.85,618752.4,5330.83
ecd7081d-ee17-46c8-8a8a-82678ada5026,Term Loan,JPY,641462.89,888862.53,454685.83,705469.51,403800.79
8c9b47bf-1110-4d09-9acf-c8127280f244,Revolver,JPY,631394.56,371696.38,298414.71,178672.12,758190.48
236e46ea-b1e3-4933-a9b2-e5882640ab72,Bridge Loan,GBP,637058.06,493392.09,811362.61,316520.52,379757.06
77e86ffc-8ba8-4936-9d60-0a3a0375fdca,Bridge Loan,CNY,865372.28,70262.17,17567.86,698374.31,26255.57
d59919b7-0a61-4584-a993-c3e1521ab300,Bridge Loan,JPY,318318.51,199424.11,984129.89,339767.8,932183.77
a83559a6-be86-4b47-8909-12b7ace8c6aa,Revolver,EUR,841570.26,375047.05,619678.5,916569.59,849404.37
5e5bc6d4-f852-42d6-b313-9e2505e712d1,Bridge Loan,USD,48387.72,967169.94,141384.44,641135.61,117171.57
a873a247-8842-489c-b883-6e2104a35911,Term Loan,USD,974578.13,245930.18,850415.23,719698.5,770893.26
2b0ee7f2-0d32-40cc-a8d1-8b4c4f055bcd,Revolver,EUR,272656.37,123212.82,646222.01,597192.79,705624.51
09aba979-5d74-4852-8dbb-652297d38795,Syndicated Loan,GBP,659400.54,224898.16,419947.32,701234.02,908549.38
0ffb60dc-a73c-4c79-a01a-45b920001c57,Term Loan,EUR,968334.73,973816.83,765460.6,206519.91,420880.52
5f653474-8e13-4a68-8329-a49013914c50,Revolver,JPY,110829.77,550533.72,998635.06,993331.67,525807.48
