Report Date,Bank ID,Total Assets,Total Liabilities,Equity,Net Income,Loan Type,Loan Amount,Interest Rate
2030-03-27,,778658483.9140385,309605693.6823772,508187164.0700871,1697656.6141116149,Mortgage,7671919.463530984,
2030-03-28,1232.0,466865683.7031399,660563845.8868687,264397119.68482068,2451236.8163576815,Auto,328184.52816012595,
2030-03-29,,916151011.4942907,514469181.89964485,442199306.07239795,8846655.594474027,Retail,6574051.093653342,2.984994849184365
2030-03-30,8659.0,790150864.5997051,10074578186.141157,768305382.1324933,6671572.694792038,Mortgage,9287758.232840724,1.7135933643960959
2030-03-31,1025.0,309918747.4582424,413735257.8404625,393887869.76833594,6313541.945619235,Wholesale,4454865.586507167,4.4246736800947986
2030-04-01,8468.0,948531741.1274111,445623985.48278636,301214789.109019,-218196.51273430174,Mortgage,2216764.929625553,9.465998656586132
,7410.0,961093139.232928,868319474.0632486,895420083.2480508,57426984.65780489,Auto,640142.854083117,9.281330715831043
2030-04-03,9652.0,415638502.20098746,476399461.9886422,713858663.477828,8456061.898679942,Auto,2617550.392023366,0.7319668072701493
2030-04-04,4764.0,652308527.499603,794094934.7645228,,1106874.2343676775,Retail,5285922.424773762,6.5736052025916845
2030-04-05,7599.0,814953766.6786896,395629560.1086449,72808255.6728913,1856188.1627292358,Wholesale,8918954.681806644,5.799664121851933
2030-04-06,6102.0,817483416.1545758,700831609.8917959,501379481.123113,9728130.201488286,Auto,6991580.435569368,7.3290699373901305
2030-04-07,8006.0,15109421.146066627,233662303.15264693,894858376.7287056,5005258.37518394,Wholesale,7106741.087923305,4.019715791029558
2030-04-08,4483.0,629384619.413495,,822555488.6500535,68021875.99824172,Auto,4640651.49699552,4.9040861330679695
2030-04-09,2994.0,6816079187.072089,967309057.1006039,65313994.49914873,2714944.645612489,Retail,8929450.906930558,2.293851901747717
2030-04-10,9682.0,232115800.64837497,15324191801.467186,751243724.6185966,1970091.1683666348,Retail,8644752.834294349,7.160228818462032
2030-04-11,2072.0,795813250.3177617,347070946.003083,873942524.3535966,-418681.8647585488,Auto,2500194.296470767,8.376563974983451
2030-04-12,7707.0,534713373.45590544,277213579.68159693,244723914.97401345,1277249.1061451044,Auto,5114238.870729049,1.8176401672571032
2030-04-13,1215.0,222248740.9277726,183257184.35383284,521460917.16193646,6051728.790965803,Credit Card,1905143.204635287,2.8097607495003136
2030-04-14,8605.0,51986936.10991202,873121281.2322732,885714190.2437729,2421400.2480217097,Wholesale,4652769.134662059,5.591297003084268
2030-04-15,3606.0,760161789.3059907,119497832.49161202,880742220.3019773,676285.7365750636,Retail,9121644.446427286,
2030-04-16,9350.0,317153879.17530215,,413368981.62430876,-26466.788337722886,Retail,6773771.806172675,
2030-04-17,5781.0,376210442.0370396,332132518.7619427,507659415.748475,8485453.944177387,Mortgage,1041863.6304445004,5.049720102523151
2099-12-31,4313.0,485745822.19576204,188730076.83886883,107076278.99656555,4328975.498416793,Mortgage,7055508.115325881,1.3328643776266804
2030-04-19,8763.0,507687708.0683369,185300812.62483138,534810294.8062939,3231109.874601464,Credit Card,8778986.818236465,3.87035844184066
2030-04-20,6939.0,206979391.39344066,14808685055.221321,861209490.5511546,1126532.1386174886,Retail,6688851.733767052,4.711962780863492
2030-04-21,3295.0,670971348.1982825,859960715.511434,173610753.7765866,4289496.412839833,Wholesale,359845.9660952703,1.2676921318502743
2030-04-22,6685.0,692847439.9759177,272756740.22763205,458825146.53471464,9099539.289225131,Wholesale,246984.30853108573,9.130889829543374
2030-04-23,2696.0,143158623.57474422,34733167.61858526,643590946.9906121,3328992.740110878,,92662.30437860548,1.7264454898352206
2030-04-24,2946.0,533376630.3726687,869217691.7470086,49520063.220720194,-239969.2183664895,Wholesale,7898670.662827989,5.759517413552267
2030-04-25,3783.0,609650088.8790659,58268018.304478675,37518585.2743312,7375899.211995157,Retail,7405831.743285643,7.6111930809672605
2030-04-26,4644.0,187065291.85689208,85635465.3773914,849121277.0562309,1531818.234640832,Auto,1686870.1957401922,0.9885260478249057
2030-04-27,6241.0,894567664.4027854,13975679273.355211,965091814.676617,6828500.3672932545,Auto,7862752.0373238325,0.7876302190048992
2030-04-28,7420.0,483343035.3141131,817402379.8256925,761002544.4402689,7164317.606831507,Auto,1953555.5588594407,6.25440752189319
2030-04-29,8557.0,115913329.30835114,203287202.8994749,963224745.7966244,7863075.251762526,Retail,9129870.823561553,3.0356452387115196
2030-04-30,3645.0,335061781.4435736,39180124.69234503,154278137.19911876,1391261.1823320794,Mortgage,3832295.7891136557,2.7222961023338286
2030-05-01,7589.0,477483487.82637924,63919215.91410839,870312906.9634533,688071.6542855517,Mortgage,104320.23302344274,6.1748782477485715
2030-05-02,7353.0,11134008.92762323,453935852.08167106,905970767.9431738,2565614.886415839,Retail,9795304.303783178,9.831280135504633
,2932.0,32877965.82177658,418816347.58364964,290846541.32527107,6530207.864823344,,9929517.09081375,3.3879732194946586
2030-05-04,2757.0,56465074.71530731,183106671.98809564,648522191.3384724,9438341.59922202,Mortgage,9917353.336347684,
2030-05-05,,538597090.6735339,909131221.3687569,306540571.35245436,6390324.411344003,Wholesale,942805.6963257577,7.429174683430773
2030-05-06,6637.0,336752108.04128367,552856806.3127445,110194078.9536802,9792027.984401554,Mortgage,701451.3806615231,2.899901502915965
2030-05-07,2116.0,893210944.0079435,807531585.1959021,813250034.3963273,5850499.70139361,Auto,4515439.460567366,0.9232201655933813
2030-05-08,1492.0,559674638.4565654,104622288.7886084,906044323.8510981,9588459.581428668,Mortgage,2845728.697674475,
2030-05-09,9811.0,760136432.4920901,973485077.8522879,110960936.57546572,6965030.189496243,Auto,5257186.640915655,9.47421069517053
2030-05-10,8888.0,4812122305.048221,809927909.1600941,648543199.9045489,2761017.8297049957,Retail,7693794.013397286,0.50082711465253
2030-05-11,7474.0,520800406.51048774,288536218.1536458,971067534.7147374,6485854.791457791,Mortgage,614155.0163152912,6.108860667320872
2030-05-12,5958.0,744975719.3253596,370001012.4083571,273848481.7168498,929061.9347479283,Auto,564806.0638494915,4.9209669792083215
2030-05-13,3743.0,545160997.1648612,165344278.73828784,751243551.0947452,3573293.1007790715,,3165876.1141524827,6.359811500711821
2030-05-14,8866.0,386070848.88526005,419087659.5061103,412880698.6153649,2811220.2343983334,Wholesale,2992908.4704249874,5.9362942235212675
2030-05-15,8160.0,436369027.6751407,3982466.936668839,64644427.24538959,7763825.6689438615,Mortgage,8960866.474856066,2.2733541376411512
2030-05-16,,838662838.2043375,41799668.2517523,700012530.851192,8444477.115873143,Mortgage,4475600.400822391,
2030-05-17,6258.0,563710284.5654233,99537385.711087,,7331389.757023627,Retail,735665.5802178435,4.028923979626033
2030-05-18,9548.0,377918852.0141533,809906743.4736421,596820948.0939372,8234901.216944881,Retail,1781350.9008981897,2.2865706982651517
,8186.0,180563408.43466184,547318939.1442986,71623972.40197155,-148077.18544434418,Wholesale,3072086.5180345085,3.5709990172920096
2030-05-20,7102.0,495862484.3595036,191789777.59575477,121104416.10453223,8205486.016843714,Auto,7562982.73716246,3.233597855403799
2030-05-21,1619.0,1772061937.9605958,265201805.8744606,6762853.121035701,1401036.8148972495,Credit Card,7656676.185525745,2.6787756495766177
2030-05-22,1882.0,955624298.2502419,642536570.0574083,218625260.34844217,7378930.540570385,Wholesale,6232131.878422164,1.4992043860378894
2030-05-23,9988.0,491491102.56643707,319291545.06052613,131548874.1059949,4330114.262092902,Auto,2341910.3006370435,9.148797004368468
2030-05-24,4642.0,9939325.615367861,682450372.1012301,294370184.6693876,1713924.6134765963,Mortgage,1713062.779249022,9.974804528691969
2030-05-25,2296.0,93784312.30497974,778450015.2214013,204908645.976087,7648763.67489404,Mortgage,6958445.781815016,6.873843754033903
2030-05-26,9436.0,285040167.21883196,307317808.63974655,264334336.9333895,-722155.4784170073,Auto,4451510.148799621,9.052786606264517
2030-05-27,3895.0,93070678.8566127,367146178.3840445,129594790.74403092,9891553.21241708,Auto,5195696.839770048,5.034552447949605
2030-05-28,7593.0,894068263.269906,867410485.5720248,178416912.51032004,46531020.73107861,Retail,1062335.0893713306,1.6443250464818426
2030-05-29,,854497215.2337303,819978540.5608603,282707444.47738874,3660487.152708304,Auto,1325917.5694244476,6.3203880035215265
2030-05-30,6366.0,970890647.36788,606464289.0748665,436840084.988938,5182825.89027529,Retail,8071131.226041978,
2030-05-31,9711.0,706759148.7294661,888380226.3299116,263511404.02594724,8732190.480930477,Auto,7831355.505583993,1.2850075532453218
2030-06-01,4212.0,645819081.6658039,189730696.72154334,188252666.68157473,2118507.1285369885,Auto,8930751.297273356,9.611582214702052
2030-06-02,3409.0,923573141.2578808,960639841.4005755,636896669.5480767,1764636.2603155468,Mortgage,7786198.615965873,9.052989404286004
2030-06-03,9199.0,,707028936.9423318,363220023.9704165,7031746.965541105,Retail,8258293.755146727,7.949835989382734
2030-06-04,4423.0,877610355.0407189,197413730.13260728,603755000.9048659,3769026.1407964043,Retail,3816041.177937794,5.988134380432049
2030-06-05,7976.0,861611370.9760029,463508841.29313236,400098900.46731716,4462190.740151709,Auto,6959585.780215271,7.20134964103254
2030-06-06,8594.0,672031552.1882843,699251995.4233564,414283701.836341,4361779.043076351,Mortgage,2265805.219277005,3.339900955684774
2030-06-07,6158.0,2604341.2924051555,17955675.37465161,376791615.8132284,7844513.459530836,Wholesale,3597470.2803254738,5.109077832304333
2030-06-08,4667.0,430087533.27932304,780506356.316236,852686627.9468944,14322947.661572821,Mortgage,761447.6908631879,7.829305254302467
2030-06-09,6973.0,636027108.4081682,947732604.3366451,384348063.3784097,2417955.302754017,Mortgage,,5.300017589627957
2030-06-10,7236.0,547580253.0641601,82414868.98114103,601827261.5220554,4153583.8988097236,Wholesale,9359999.868861444,8.834260380884253
2030-06-11,9277.0,821305503.2609816,898219643.3353988,467352656.71175945,198260.5374487408,Credit Card,4043741.92750129,4.478660395818063
2030-06-12,3468.0,,464979485.18291044,592809845.5495512,1760803.0803243527,Retail,8176565.326774152,0.5382689545264205
2030-06-13,7217.0,599083327.452144,516083118.36725104,196588567.34678236,7713503.937066974,Retail,4778025.53108535,6.58103994441345
2030-06-14,4619.0,22972059.20580461,840267904.3623338,119670760.49116862,,Retail,789415.6987140154,2.2147592183604954
2030-06-15,2636.0,369960622.38238305,590068454.4533614,590964089.8937122,5762292.553669481,Auto,7814160.384115676,4.441702727247131
2030-06-16,9155.0,229587768.75813046,352074329.71855587,983165647.5830578,2690463.3140369207,Retail,6849402.959181292,2.4554485270652844
2030-06-17,4583.0,339449320.6464955,732858515.4220629,,5608913.693986523,Retail,3063534.5196129996,7.931779833879173
2030-06-18,5009.0,617675361.8615458,139188826.76716432,2531600.457086184,2942459.4766205274,Credit Card,967358.1561701689,7.1778114689130454
2030-06-19,4326.0,67395440.78004482,666608869.2627652,912940169.2973504,2012993.9240759779,Auto,,7.378974255151683
2030-06-20,9148.0,23219806.999922562,774849154.1086929,132469021.04185021,2923715.8719401867,Auto,8878253.43291749,4.549406309993933
2030-06-21,3217.0,437436043.06432414,335434922.12962466,867340887.8476807,9184429.92147569,Auto,5605102.399633469,6.752450904190133
2030-06-22,5967.0,793780258.4153973,970262456.9111323,514775796.64204806,5388941.772353654,Retail,9417060.881464973,1.231819226449553
2030-06-23,3369.0,31667876.0239533,640961263.3787812,179637598.85230872,3780867.770834675,Auto,8479215.259132689,2.8482537971867323
2030-06-24,4638.0,849199536.5079706,96583020.33010903,197686338.4575491,7578956.323586814,Auto,,1.637358177056924
,6722.0,384495753.1172579,966318142.2265354,527649534.13439894,167059.3399363358,Mortgage,251806.3778714829,7.699795010626066
2030-06-26,,119117193.51650636,744249073.1562308,794861819.5413355,5143178.094465977,Auto,5078359.109354842,6.082028850888209
2030-06-27,8618.0,567930231.069304,11831135079.95223,810848389.5030631,,Mortgage,4093242.6772019533,1.5645902539677756
2030-06-28,4947.0,952408200.8629849,,238785939.1975448,2878107.3518096586,Auto,876098.4295700197,8.997650066731882
2030-06-29,2676.0,,473673740.4644065,711286063.8626295,4997220.799758879,Retail,5527822.876969325,4.728831773474644
2030-06-30,2196.0,686948121.0301855,901149853.7828575,480120925.46862525,6906559.808858577,Credit Card,4934932.755429453,5.678376704421586
2030-07-01,3787.0,816604865.6041288,308846223.69456315,620756762.8512809,8420302.037318338,Auto,4329530.056399809,4.891198435314434
2030-07-02,8432.0,5596785474.876206,,130532876.47564253,9977177.619905017,Credit Card,7630153.979617297,0.5251905517248354
2030-07-03,8927.0,74045609.78522594,257495230.0695526,434914371.1632052,2529401.3758687447,Wholesale,,9.946544352729424
2030-07-04,4318.0,741254417.817694,,124130100.73156288,2623208.870392558,Retail,8463757.697849793,4.969066443095095
2030-07-05,9858.0,949500116.3070018,44671339.38946642,503046518.25491613,9904832.334772026,Auto,1827891.4015363439,7.60834335856132
2030-07-06,7689.0,700951581.7465967,737162853.6130747,62392275.61557297,36205455.60467884,Wholesale,2282441.968644584,9.051779262704732
2030-07-07,3176.0,836606450.8167572,1558363527.8445923,134475676.2141946,5011647.046845522,,2872875.2482851036,9.770839861116862
2030-07-08,4743.0,486064151.3101086,,,6665864.882613257,Mortgage,4388192.631076187,7.985953570420288
2030-07-09,9792.0,319750257.0464986,50745685.08278891,511650550.7534683,7918710.249750411,Retail,8351225.219365481,5.0982404089839735
2030-07-10,5422.0,4735940887.074482,983893062.9809572,115509080.32488085,5045514.667648786,Wholesale,,8.413601838333362
2030-07-11,4824.0,492707778.1412958,709736326.1575165,879167146.006727,1753006.9882694944,Retail,4473208.872714395,5.19445270008705
2030-07-12,3451.0,895393567.4580908,630754247.8308381,,238991.45652332087,Auto,5852755.423318233,5.403487284249597
,1628.0,974407586.6252655,187207028.05639797,,7525880.099619588,Mortgage,3604176.224285443,
2030-07-14,8778.0,819982265.4414915,,142868882.2755397,-54829.8898249428,Retail,2582139.209000738,8.103273480754737
2030-07-15,4696.0,992686937.8679585,504054521.3469221,738895830.7891915,1090185.1170563227,Mortgage,7147825.397000624,
2030-07-16,4674.0,349022227.79590887,359290036.1114302,540128221.8938233,1270034.4235485238,Retail,1760211.8107253064,2.579893460766986
2030-07-17,4929.0,895859623.3757291,156955833.53623798,934264545.3707864,,Wholesale,,1.4414061663899969
2030-07-18,3765.0,330603695.16858214,367763804.04456276,687528474.3450388,8352228.350189388,Wholesale,8229903.426220085,3.6418645688565814
2030-07-19,5369.0,118920037.23064761,609494966.2080176,981586048.5054841,7923550.752262827,Credit Card,6867136.504706932,3.0404632971771868
2030-07-20,9307.0,621752321.6161373,487863028.0400506,812620795.6132741,1971147.785591072,Auto,3901616.060459776,1.9992220422300757
2030-07-21,5956.0,455533645.6776843,570474198.7760743,530505115.2048878,7663575.445311043,Credit Card,4596455.4896700755,0.7559906219449468
2030-07-22,1692.0,921777534.1971873,572445871.9403592,225806707.3341242,3122523.8913665153,Mortgage,2114818.81885537,4.118813309298127
2030-07-23,4162.0,,245430112.40698296,341073172.3550617,-64060.782293118886,Mortgage,9464938.149476826,0.7456261289052293
2030-07-24,2105.0,,1901691814.2018516,376075920.92823696,4663776.918008621,Mortgage,9565560.216272246,2.4285990499054217
2030-07-25,4008.0,79555233.32790747,522229653.67939734,913237937.1601448,1966555.2239007843,Credit Card,8970572.78599775,1.0999720813940626
2030-07-26,3161.0,830681323.9105884,892479793.6976438,258104503.5638334,123566.60209506657,Credit Card,8821356.123927621,7.8669422909233475
2030-07-27,9345.0,759355154.195918,995370593.2030628,722446463.0927751,,Retail,8258389.527333205,6.266466489484174
2030-07-28,4699.0,5041808066.435446,786113656.1128416,588540897.7514671,1922702.6099741207,Wholesale,2940731.3808857054,5.316385218091914
2030-07-29,4786.0,355780719.213721,3772226607.537981,172669727.71714237,51411068.36835935,Auto,5568803.712285554,9.034606032070945
2030-07-30,5200.0,783975876.3615769,630693038.0566521,269027714.06288505,5690598.087508311,,5834549.448654225,2.7576809521059023
2030-07-31,2913.0,483813282.66553223,239627545.94083476,284671693.09055394,640475.4517046311,Wholesale,,8.291560357969676
2030-08-01,6520.0,715488307.3738834,576875853.1805778,180015910.15778124,7577486.579195268,Mortgage,2493361.4529597824,4.544652011743796
2030-08-02,2772.0,552674919.6383852,481207354.9229597,784702033.8468752,9283782.29030949,Auto,5474806.392468486,
2030-08-03,3780.0,158282264.82887763,382174138.8325838,313931081.6531442,,Auto,1574817.0132848206,9.332517678048063
2030-08-04,8423.0,65494031.58312893,641997624.5771106,534238555.32691336,-650662.4332003957,Retail,587032.9768092997,2.38985893128059
2030-08-05,3871.0,366820464.5522004,857854249.6877828,,8177440.980473675,Auto,1917124.595794183,5.721618002124292
2030-08-06,1660.0,932856034.1229025,338139027.89144194,968751949.7522495,7096972.008660114,Retail,1234544.5925265816,1.1833674359275435
2030-08-07,7242.0,530205285.80073154,486768197.0228399,910262967.6123499,2107965.609618801,,1294296.178157352,1.724408018399733
2030-08-08,2132.0,802389875.5492541,456369050.5730309,212896387.25941604,4657013.16980172,Auto,7582208.429958584,8.926102466474214
2030-08-09,1699.0,576377117.5781826,249974750.88495946,894200638.8024545,6898589.687801791,Mortgage,4540057.190628606,9.503035093166874
2030-08-10,8470.0,957947380.9871641,421690447.4958987,846287885.2863472,1389757.0506850425,Credit Card,8687513.447029032,6.7442230669276135
2099-12-31,7297.0,370086106.59244627,22562926.312047515,30887213.874053825,2089260.9334983989,Retail,2165803.388363359,9.973106205554586
2030-08-12,8812.0,57993404.92259496,517914589.45932424,884722998.096313,6217723.4175187275,Auto,7082631.7672560355,5.959912848563056
2030-08-13,5557.0,780887714.922279,721071955.9356636,534912658.6422851,3873196.4687861875,,3060824.4959796257,7.899604377312734
2030-08-14,3179.0,705751051.8227603,368243809.3402447,192384567.77820528,-285318.7937271114,Auto,6715164.21517285,8.973136507647927
2030-08-15,9275.0,528006847.8561078,746827605.7384651,995328121.0153472,4887430.473673001,Retail,5175185.259641739,9.790354279687056
2030-08-16,2422.0,327064851.94712436,750905458.8853914,312576019.9063969,8517482.48286984,Retail,1486160.8583614994,7.254546998262513
2030-08-17,4180.0,189076882.5417498,984131247.3882045,188468404.35358974,2744788.212281215,Mortgage,,2.9530950536563036
2030-08-18,5316.0,482793768.132138,546398198.823056,173834939.27187398,2452319.0611870107,Retail,619103.4490078724,1.9789353704060937
2030-08-19,7696.0,,404660040.10289735,526801554.9874189,-446240.1218799029,Wholesale,4712069.52877694,2.2040884765463984
2030-08-20,1614.0,4055152800.585759,639884800.2534107,175608367.93048826,594778.1915760972,Retail,7174703.823480913,9.159451735329338
2030-08-21,5570.0,438053019.8612364,626949705.99815,520305720.60354275,42957.730979392305,Wholesale,8808872.618642189,8.701965866401784
2030-08-22,1270.0,540154749.8848658,987354844.5446644,737479240.3503436,5104511.696750581,Wholesale,9975627.348335441,1.3528591494967173
2030-08-23,3468.0,108846975.38428387,707986200.6140219,948693870.2746347,3147750.1989867873,Auto,,4.483267490870293
2030-08-24,4607.0,696144263.7560614,307273880.4818436,368231676.0179601,4094525.4339723736,Retail,9843872.303671323,0.6572082888125975
2030-08-25,4075.0,734521787.7521375,188322346.45805508,975926319.3961594,,Retail,5534387.582002955,9.645281028172665
2030-08-26,1289.0,12441151.4929935,792933455.8885311,988920859.1567137,9982251.379063312,Auto,6423623.623605648,1.6073875389869925
2030-08-27,9120.0,271249036.3050081,180579826.92985433,588439811.9305793,9325755.573654555,Retail,6745856.982188679,9.315908873530931
2030-08-28,7614.0,93024743.31309976,627815129.8501775,303178131.89823115,793490.2014589293,Auto,7100570.993522329,5.3965293566775445
2030-08-29,4252.0,998233899.7426223,133183930.58029638,853204928.8207761,6451556.67520574,Auto,4406861.482485611,8.027618932448203
2030-08-30,8415.0,593749490.9214082,718986714.244738,54195473.38108469,3520994.069015139,Mortgage,9838258.699427849,9.570810938354857
2030-08-31,7771.0,466272356.13233584,783111898.7151822,441223593.99447477,-196497.79777875892,Auto,3903757.874219667,6.484483949375102
2030-09-01,1278.0,463538017.96207625,990549365.437199,,5142497.134761586,Mortgage,2159212.8471311135,3.2815466822193287
2030-09-02,1580.0,964809145.3095415,954262776.7577362,981332750.0550262,2604874.6161546996,Wholesale,6687369.070039495,7.543800878792773
2030-09-03,5958.0,4621370477.579792,714093204.1953852,,5098252.243776881,Retail,4176658.2451119414,1.2008058922010256
2030-09-04,9445.0,169490898.68884268,278252474.3710268,,4137034.1800492974,Wholesale,1316883.5137054385,0.6993750161081671
2030-09-05,5276.0,448710669.1678715,44674407.02321002,853627213.7668443,2228485.0149963237,Wholesale,1855581.5981191671,2.2930882190156376
2030-09-06,8997.0,774422644.1049533,555686272.0004736,658059371.8770392,3143285.7096420038,Mortgage,8456944.679832445,7.550008765089652
2030-09-07,5776.0,423926716.79193425,766214432.005764,864594313.433304,8026157.01128065,Wholesale,4642202.035988842,6.188694253862085
2030-09-08,1824.0,310223892.4609718,,696175616.0405622,8681173.734527394,Auto,79400.18841360636,8.732592703647882
2030-09-09,4832.0,991224860.5036751,525276474.32810414,348292167.339999,2402271.735807775,Wholesale,9316529.905537551,8.547787242860789
,9891.0,935701497.4776169,883005016.7358139,117462584.75842977,5822473.744837879,Wholesale,2273772.7978870887,4.075237704565124
2030-09-11,,941618808.9546347,10838870669.806759,692060867.7921144,8373806.4057551455,Wholesale,5962132.528040691,2.2533210150114593
2030-09-12,2380.0,132540857.14306495,684097242.4787887,203965038.44947344,7696367.296386151,Auto,8924416.140171614,1.3428184459779975
2030-09-13,7534.0,235021001.55235288,474857849.8314751,,2624754.5433371156,,9239096.195048682,
2030-09-14,4156.0,442624891.2076751,943206857.8526561,293450621.9053135,522563.2902569873,Retail,8353042.395424645,9.06887299913665
2030-09-15,5307.0,832297128.9743257,375272594.4971954,317690612.1884084,5834883.601941056,Auto,8603750.434241774,5.248604215894218
2030-09-16,6634.0,5159634988.811769,379717832.0918143,992524740.4068456,-253212.94583877758,Wholesale,6098505.259635887,5.369369601057048
2030-09-17,9575.0,849817727.7572768,518219990.9963026,563890919.8548204,8032380.03008125,Mortgage,8019692.248607042,3.3299517746206564
2030-09-18,6810.0,920842527.8662136,586346256.9432974,990017772.3463193,4088882.5711103147,Wholesale,5844807.1839057105,9.750030538250149
2030-09-19,9533.0,780986076.2074696,537887688.3243133,772669586.3156474,6910581.779014906,Wholesale,1532463.3139631213,1.9113426251149557
2030-09-20,6934.0,262508240.13483328,818812932.7175974,494970193.43398345,952394.7735000928,Wholesale,7466644.183310156,7.423542196524119
2030-09-21,4109.0,286160236.7047821,834678474.5973793,284906837.54333633,850540.6364424899,Wholesale,5154310.635098829,4.4758554757468065
2030-09-22,5082.0,353135193.94147533,132533642.34545869,,,Mortgage,5731834.967248507,6.958506215822634
2030-09-23,4240.0,303772291.46678394,596567680.3137416,235068410.53946686,7502007.463767473,Auto,9560592.04019828,3.6519019270340154
2030-09-24,7028.0,249849850.75340998,983915313.4279151,861598627.2694975,2024443.3116677077,Wholesale,672516.9107142827,3.5463464126914888
2030-09-25,2849.0,752733573.8158665,600058608.3529705,396983694.68140715,9401325.043065527,Retail,7527652.274445342,8.63009931204532
2030-09-26,9497.0,34957059.84948085,688475936.0159239,451684579.9373723,-218302.60956574848,Wholesale,9747552.97311869,4.595717502260257
2030-09-27,3749.0,728665344.35697,861508278.6678448,617576584.5520759,6032851.68055399,,4081377.8704933603,
2030-09-28,7680.0,5766181454.204171,866735282.4008796,56988310.31133233,,Wholesale,843429.2722758618,3.0254355069085443
2030-09-29,1205.0,66977999.30147302,18173569.378270846,475277129.703007,5050238.671706543,Mortgage,9164220.040160317,0.6403210547372317
2030-09-30,8352.0,62785260.09379518,240193033.6710411,16969823.27291587,-9070520.204740638,Retail,4897384.883522617,3.025037136206876
2030-10-01,5591.0,286178339.09040767,863015333.6218003,745107522.5281042,92290651.14747229,Mortgage,4941292.085944012,0.979468770681398
2030-10-02,4450.0,209098508.78606352,667433570.382221,23825405.49189395,,Auto,233904.9231308999,2.332970827161974
2030-10-03,8214.0,581552540.0165031,632074082.8478606,705378413.0882027,9628288.07198233,Retail,2544841.3057678603,9.489983351876582
,4811.0,675776091.958132,860084197.4838694,201618010.42495182,1646488.063657992,Mortgage,8186259.419377537,3.454187713906816
,6141.0,634507854.1082205,,812728822.686843,3726230.666666832,Credit Card,2347307.2680343864,7.762090720197225
2030-10-06,9501.0,357990022.8919605,751599253.3914014,317119244.5151595,2900954.5450817007,Wholesale,3190344.7191732544,5.077783371193153
2030-10-07,3708.0,498899436.7790226,48305468.854283266,904607982.299606,7496569.460939823,Mortgage,2656078.0685488144,9.024789160283868
2030-10-08,2991.0,4482455870.722303,781873212.5651015,738916502.3331918,4360595.954549992,Mortgage,2582500.9111759826,5.963884106134977
2030-10-09,9463.0,120306842.53756393,,,2444122.033809885,Mortgage,5363316.4146520095,3.900098011061093
2030-10-10,4273.0,230282402.53944018,26982751.051080897,884794106.1287814,699620.4191335742,Wholesale,7617456.923770209,4.049712989690631
2030-10-11,5538.0,890605657.8321966,492397980.3778869,21435755.83718408,4088474.5904694106,Wholesale,1973426.8493643317,8.438166331615559
2030-10-12,9712.0,342984050.1725651,942417764.6703372,621154445.5633703,9177822.123469165,Mortgage,6486223.712585843,8.3359383667305
2030-10-13,4722.0,801355225.5377855,886566724.6565899,841431909.8721501,4814197.972391708,Retail,7404067.748728482,8.424327257977414
2030-10-14,4551.0,251738762.5848069,982075173.2029945,130376354.13180807,-221372.1624871157,Credit Card,4945014.991190868,4.852292302246364
2030-10-15,3832.0,42598711.18448584,247285607.7403813,46187377.64789857,7140861.949535289,Auto,1554739.5232392272,3.632851702030786
2030-10-16,6679.0,500900191.8809362,695697510.5100586,888891148.7113899,7005256.730600773,Retail,4392556.547281097,5.185223256635279
2030-10-17,7579.0,892589561.5189239,56790433.37610774,297114292.73237216,-5829677.953509934,Retail,8201932.568757162,5.70486012837177
2030-10-18,1152.0,819465264.5929956,803649348.2455763,665557250.2074766,5823498.932204425,Mortgage,2841831.7973927855,9.601303044875042
2030-10-19,6754.0,253686229.75556538,524240367.91399306,837758345.8389889,9333800.933138553,Mortgage,6360835.087199407,5.680259044291532
,3800.0,910025838.6499227,996289792.4789448,,8186713.675476052,Auto,1860919.332978666,1.7012545718602263
2030-10-21,6310.0,480236179.02138686,240754462.5314581,378069922.8837274,94592561.06376171,Auto,2040547.9684507442,5.808344873353324
2030-10-22,3610.0,49950004.78488139,13342681020.904297,727189893.3324981,326037.127521995,,6575469.108627637,7.879607150123975
2030-10-23,2104.0,28896695.147983983,171784736.444072,77647389.66378161,1320379.0459633283,Auto,7288398.299755053,2.8402631975763137
2030-10-24,8361.0,485628620.2693217,287894891.75506204,748646763.4797146,1353521.2111300947,Auto,8811575.851775296,3.7178375675879236
2030-10-25,5199.0,546776532.8581024,296267493.8039113,880748625.1604358,9049469.836545855,Mortgage,5485104.655619704,9.448976741881209
2030-10-26,4854.0,80833007.66200778,578289146.5385811,,27835115.658378668,Retail,3984230.756125825,9.385833206633906
2030-10-27,8263.0,922318413.0714538,365744474.4521092,239836355.2031502,,Mortgage,8910129.232523087,1.347054758128992
2030-10-28,2914.0,718498611.6623322,439276329.4048876,838774669.6417049,85988078.36091658,Wholesale,1124785.4716188891,9.65887012314351
2030-10-29,8365.0,801481076.128255,522284184.9051639,690414826.5163969,5940958.951173801,Auto,,7.168418617994183
2030-10-30,4072.0,584439227.9651352,,747438930.9378724,3315857.2386567965,Auto,1106946.257627825,9.179482383673145
2030-10-31,1406.0,663880532.0783601,665696963.9422283,747811316.8404726,-198339.91250091675,Mortgage,3822000.1588221774,4.995835947074986
2030-11-01,1166.0,388472369.5972932,649617642.5137175,450472934.57436216,-559517.1937495543,,8193727.887497266,6.009122270829912
2030-11-02,1508.0,679617787.8591491,16402229702.02786,901183667.5032785,2435072.269229733,Mortgage,5164873.630117972,2.30178988662072
