CustomerID,ObligorName,Country,IndustryCode,LoanAmount,InterestRate,LoanMaturityDate,RiskRating,NetSales,NetIncome,TotalAssets,TotalLiabilities
CUST000517,Company_517,DE,551111,3587085,2.81,2026-06-01,A,26607867,6466340,423087224,187735842
CUST000518,Company_518,CA,52,16012724,7.52,2026-06-02,AAA,76639819,13448054,425911799,222807765
CUST000519,Company_519,US,551111,2241773,6.51,2026-06-03,AA,62695579,2245620,125865724,180365883
CUST000520,Company_520,FR,2361,25244394,9.07,2026-06-04,AA,66838152,166683,146070529,30350548
CUST000521,Company_521,CA,5411,26785583,4.12,2026-06-05,A,69284660,10126289,400814716,143839191
CUST000522,Company_522,FR,52,24911416,7.18,2026-06-06,BB,41806511,5391622,98618379,46907418
CUST000523,Company_523,DE,5312,21052598,4.49,2026-06-07,A,17889711,18535940,174610569,56309071
CUST000524,Company_524,DE,551111,3591616,8.33,2026-06-08,BB,14304654,19024060,405668986,191849517
CUST000525,Company_525,US,5312,27398199,9.08,2026-06-09,AAA,13031775,523546,396548854,287751149
CUST000526,Company_526,UK,5411,30308542,7.42,2026-06-10,BBB,15862237,6000184,69138636,221702833
CUST000527,Company_527,US,2361,48747996,7.05,2026-06-11,A,65461345,15447722,229291846,167184819
CUST000528,Company_528,FR,5411,25807536,5.3,2026-06-12,A,47854954,16681407,128570324,216693117
CUST000529,Company_529,DE,5411,47000326,8.96,2026-06-13,CCC,5712499,12730714,172734584,137274261
CUST000530,Company_530,FR,52,1046402,5.05,2026-06-14,BB,45032638,10144391,316720911,57172568
CUST000531,Company_531,CA,52,2243507,9.76,2026-06-15,BB,93555760,-2324227,485040268,123193733
CUST000532,Company_532,US,551111,21828038,6.63,2026-06-16,BB,42636581,-3596968,126862506,118653528
CUST000533,Company_533,US,52,42009383,5.26,2026-06-17,BB,48279501,812173,115728676,17847983
CUST000534,Company_534,DE,5411,22623179,3.49,2026-06-18,A,20493910,1806561,402429357,71134151
CUST000535,Company_535,US,551111,39657799,3.52,2026-06-19,BBB,79759301,14985182,25624963,50839146
CUST000536,Company_536,DE,52,29042356,6.74,2026-06-20,AAA,7672308,-2012480,112631850,114421096
CUST000537,Company_537,CA,5411,47010268,3.16,2026-06-21,BBB,97060818,16759346,126288486,208391470
CUST000538,Company_538,DE,5411,8770398,9.69,2026-06-22,BBB,16268156,854112,108910863,103772400
CUST000539,Company_539,CA,5411,18205740,3.01,2026-06-23,BB,16960069,18248855,447569180,189100754
CUST000540,Company_540,UK,5411,8814402,9.75,2026-06-24,AAA,40290034,-3353595,466735723,268873740
CUST000541,Company_541,US,5411,31286043,2.87,2026-06-25,AAA,46641347,4781929,425592967,8025113
CUST000542,Company_542,FR,5411,13932220,2.19,2026-06-26,CCC,24691266,13854030,52681789,86488060
CUST000543,Company_543,CA,5411,40758877,8.32,2026-06-27,A,60096185,-4198918,403818958,222691411
CUST000544,Company_544,DE,551111,43236596,2.64,2026-06-28,B,53083622,5016559,168057963,228642118
CUST000545,Company_545,DE,5312,49107059,8.26,2026-06-29,B,27759166,17227724,91290852,41883947
CUST000546,Company_546,UK,551111,40193252,7.63,2026-06-30,A,22775479,13501699,394398448,184811150
CUST000547,Company_547,FR,5312,38677012,8.13,2026-07-01,AA,79667654,-3940042,109766028,160030463
CUST000548,Company_548,CA,2361,25794798,4.2,2026-07-02,BBB,72426760,-3398533,319462641,298951261
CUST000549,Company_549,CA,5411,12356045,8.25,2026-07-03,AA,61084327,6384456,149743941,216855980
CUST000550,Company_550,US,551111,1345730,2.8,2026-07-04,B,85657879,6932726,115256920,83838019
CUST000551,Company_551,UK,5411,14301783,7.08,2026-07-05,AAA,47172296,8266394,240906592,258283383
CUST000552,Company_552,DE,52,44690944,3.84,2026-07-06,BB,10965944,13001618,134940743,247503383
CUST000553,Company_553,DE,52,2369878,3.8,2026-07-07,BBB,18557794,2305774,239550707,261100698
CUST000554,Company_554,FR,5312,47236117,8.02,2026-07-08,BB,59538082,5606686,299449793,35581029
CUST000555,Company_555,UK,551111,21862747,7.08,2026-07-09,BBB,44980560,18127442,96757734,108698763
CUST000556,Company_556,CA,5312,10943058,2.82,2026-07-10,A,50856282,16031890,439352487,269511837
CUST000557,Company_557,DE,551111,2131202,7.41,2026-07-11,AA,56217716,3785580,401301447,297276891
CUST000558,Company_558,US,2361,26051797,3.2,2026-07-12,CCC,20422149,651898,311345233,248416739
CUST000559,Company_559,DE,52,26149362,2.39,2026-07-13,BB,89228761,13604741,310037216,99139688
CUST000560,Company_560,FR,5312,11874159,8.14,2026-07-14,AAA,47528854,16555255,471962499,91406171
CUST000561,Company_561,US,2361,12459959,6.54,2026-07-15,A,48669449,12387202,80643655,27936502
CUST000562,Company_562,FR,551111,18657833,7.02,2026-07-16,BBB,72405343,11193353,323969728,266809406
CUST000563,Company_563,UK,2361,25406918,9.9,2026-07-17,CCC,94361466,19093077,53625604,118988680
CUST000564,Company_564,US,5312,32507299,8.15,2026-07-18,BBB,81782694,13437372,119156120,14140039
CUST000565,Company_565,UK,5312,47837979,8.25,2026-07-19,A,99580659,13489000,412442782,108033349
CUST000566,Company_566,UK,5411,16449010,7.3,2026-07-20,AA,96342576,14360069,153654211,192623911
CUST000567,Company_567,UK,551111,5250437,5.06,2026-07-21,BB,35329713,-2071185,240810451,205680351
CUST000568,Company_568,DE,551111,48162597,7.88,2026-07-22,AAA,8157079,-1681713,315548671,203900716
CUST000569,Company_569,FR,5411,44342479,4.99,2026-07-23,AAA,95464747,10431518,382709426,138591322
CUST000570,Company_570,US,2361,26703683,6.82,2026-07-24,BBB,70454929,15668862,470881104,184880295
CUST000571,Company_571,US,2361,48364712,2.13,2026-07-25,BBB,94912872,-3969382,480651848,177085208
CUST000572,Company_572,UK,5312,26801972,2.74,2026-07-26,AAA,43659366,-976835,437128684,279825585
CUST000573,Company_573,UK,2361,17029448,6.98,2026-07-27,A,94274223,-2716501,300907040,137050366
CUST000574,Company_574,UK,551111,7423167,4.47,2026-07-28,CCC,71067620,12312670,400074463,287063495
CUST000575,Company_575,UK,2361,18471788,9.57,2026-07-29,BB,35912758,-630653,165367305,227934965
CUST000576,Company_576,UK,5312,27704078,7.29,2026-07-30,AAA,24777596,-2455751,169782139,283095576
CUST000577,Company_577,FR,5312,14112209,7.95,2026-07-31,BBB,45035036,16189586,392900587,103419533
CUST000578,Company_578,CA,5411,33747592,4.78,2026-08-01,A,72356288,6854417,280650925,122624246
CUST000579,Company_579,DE,2361,4551089,4.51,2026-08-02,AA,64481896,10612035,360979443,216176946
CUST000580,Company_580,DE,5411,48786956,8.88,2026-08-03,CCC,69712680,2759413,97599289,83082326
CUST000581,Company_581,UK,5411,25291263,3.75,2026-08-04,A,74059628,6545592,326703733,78219539
CUST000582,Company_582,CA,5312,37220382,1.53,2026-08-05,AAA,10615262,19259551,181744572,96427552
CUST000583,Company_583,US,5312,49679603,2.19,2026-08-06,BBB,88605206,16626267,434551274,16387392
CUST000584,Company_584,FR,5312,3293290,8.71,2026-08-07,B,51683425,6532457,146476097,254007744
CUST000585,Company_585,US,2361,9696283,3.89,2026-08-08,B,32663408,-1615281,11277923,137214298
CUST000586,Company_586,FR,5411,25977254,3.86,2026-08-09,B,75783248,5761218,301266704,170654013
CUST000587,Company_587,CA,5411,15583936,2.25,2026-08-10,B,64267125,15683388,21619834,96529477
CUST000588,Company_588,CA,551111,14749472,3.72,2026-08-11,CCC,16788445,4994984,53540376,242162351
CUST000589,Company_589,FR,5312,49353344,1.57,2026-08-12,BBB,35121621,12356146,292202661,102552990
CUST000590,Company_590,FR,2361,21787709,2.9,2026-08-13,CCC,56326914,2890714,335859225,213218500
CUST000591,Company_591,FR,2361,5889579,4.57,2026-08-14,A,74383727,14934864,274429420,208604831
CUST000592,Company_592,FR,2361,41465937,4.09,2026-08-15,B,96762774,11599830,301359256,235897708
CUST000593,Company_593,CA,5411,38896587,5.65,2026-08-16,A,40725131,8898896,445573768,153523937
CUST000594,Company_594,FR,5411,34046539,5.59,2026-08-17,A,99244369,15290928,107872042,64470006
CUST000595,Company_595,US,52,22498076,3.84,2026-08-18,B,69559327,11875190,294153373,29007547
CUST000596,Company_596,UK,2361,17329075,7.55,2026-08-19,BBB,48785937,19545075,211843810,81206725
CUST000597,Company_597,FR,5411,48118164,4.17,2026-08-20,BB,41775316,5454498,194577402,241606206
CUST000598,Company_598,CA,551111,5044994,1.76,2026-08-21,A,83439492,-3099263,493847925,160905191
CUST000599,Company_599,UK,2361,43368647,2.04,2026-08-22,AA,91254501,19012548,22496330,247028854
CUST000600,Company_600,US,5411,4863269,9.04,2026-08-23,B,35570130,8959012,87446831,189767002
CUST000601,Company_601,FR,551111,6482256,8.67,2026-08-24,BB,41448318,6779820,76585910,257534911
CUST000602,Company_602,FR,2361,8492222,7.14,2026-08-25,A,90342326,13775730,266053729,57028641
CUST000603,Company_603,US,5411,20534492,8.67,2026-08-26,BB,64483226,16602302,240144467,270459567
CUST000604,Company_604,CA,52,40149431,6.51,2026-08-27,AA,95084338,14658744,212498367,289872348
CUST000605,Company_605,UK,2361,42969441,7.2,2026-08-28,A,29250971,8709524,335075015,56077605
CUST000606,Company_606,DE,5312,23667303,1.86,2026-08-29,AAA,52911045,9399127,119707889,294349991
CUST000607,Company_607,US,5411,11746600,7.04,2026-08-30,BB,54420752,14786955,22619150,98015094
CUST000608,Company_608,US,52,26657380,1.92,2026-08-31,BB,52488487,12055430,370184434,201960952
CUST000609,Company_609,FR,2361,24047743,8.58,2026-09-01,BB,79198139,4350155,187584107,195863555
CUST000610,Company_610,CA,551111,38231162,7.06,2026-09-02,BB,22356102,8261961,276576422,202998745
CUST000611,Company_611,CA,5312,19352227,8.92,2026-09-03,CCC,67909205,6593297,48979459,144774104
CUST000612,Company_612,UK,5312,47723066,4.22,2026-09-04,BBB,80931978,9818403,481876507,266224936
CUST000613,Company_613,DE,2361,43740695,8.43,2026-09-05,A,34124848,-2138400,333190936,255791823
CUST000614,Company_614,FR,5411,32274163,1.93,2026-09-06,AAA,74004916,16301876,494843759,270588259
CUST000615,Company_615,FR,2361,42360756,9.2,2026-09-07,AA,54101357,-466829,25102012,277505720
CUST000616,Company_616,FR,52,24651708,3.96,2026-09-08,BBB,20233733,7758182,326487075,215030672
CUST000617,Company_617,UK,5312,35960457,5.2,2026-09-09,BB,49258566,8875318,100655022,6253488
CUST000618,Company_618,FR,5411,28015919,1.93,2026-09-10,A,33519258,6486542,259568054,145919367
CUST000619,Company_619,DE,5411,32690753,9.29,2026-09-11,BB,59775493,-1458006,243974835,293482442
CUST000620,Company_620,US,2361,13422272,5.95,2026-09-12,A,74216738,-2813618,119523071,237597516
CUST000621,Company_621,FR,551111,47362979,7.25,2026-09-13,CCC,90264878,-2515012,439507605,85649955
CUST000622,Company_622,FR,5411,39607489,4.22,2026-09-14,AA,42930202,16950143,419226824,124107731
CUST000623,Company_623,US,551111,4760639,5.22,2026-09-15,BBB,99011040,15762691,267355027,258297048
CUST000624,Company_624,UK,5312,35159364,4.13,2026-09-16,AAA,76286985,18159331,453795132,18841123
CUST000625,Company_625,UK,551111,14140525,5.58,2026-09-17,A,51972763,7193670,410596575,216311176
CUST000626,Company_626,US,5312,24271012,8.32,2026-09-18,B,82552938,13803238,383144353,69018716
CUST000627,Company_627,CA,52,16584511,6.24,2026-09-19,CCC,97938597,9335636,77122305,226122869
CUST000628,Company_628,UK,5411,11535061,7.45,2026-09-20,AAA,88870892,689515,341049696,64335636
CUST000629,Company_629,US,2361,36665672,6.82,2026-09-21,BBB,20849202,-2276050,285368361,16392881
CUST000630,Company_630,FR,5411,1356696,6.53,2026-09-22,A,54047360,-317681,104647066,208815781
CUST000631,Company_631,UK,551111,43937858,5.81,2026-09-23,BB,46411976,14571487,67801602,35309947
CUST000632,Company_632,UK,551111,42148260,7.83,2026-09-24,BB,11161413,10471580,78137097,222657372
CUST000633,Company_633,CA,2361,15424555,9.57,2026-09-25,BB,67292786,4950165,450134586,135547303
CUST000634,Company_634,UK,551111,7015121,3.56,2026-09-26,A,71463413,15279952,203528880,229762430
CUST000635,Company_635,FR,2361,8138433,6.05,2026-09-27,AAA,96513689,2778132,268781575,151160735
CUST000636,Company_636,UK,52,43856815,2.2,2026-09-28,BB,33574370,8944497,152314289,210619069
CUST000637,Company_637,US,551111,24365324,6.39,2026-09-29,A,10677216,3540796,108735858,236867873
CUST000638,Company_638,DE,2361,44453372,7.83,2026-09-30,B,93655207,252026,158679092,75384128
CUST000639,Company_639,DE,5411,25029738,4.68,2026-10-01,BBB,45037652,-3892123,433414929,10627792
CUST000640,Company_640,DE,551111,3384603,6.93,2026-10-02,AA,69742940,-968319,290644903,263295516
CUST000641,Company_641,DE,52,8126967,4.76,2026-10-03,A,48648013,8049005,427186566,195285258
CUST000642,Company_642,CA,551111,27548389,4.75,2026-10-04,AA,43259264,14084913,479706816,269114910
CUST000643,Company_643,US,5411,7560979,2.81,2026-10-05,BB,85137129,2857800,250850968,74333869
CUST000644,Company_644,FR,52,8647156,6.19,2026-10-06,BB,81320226,3500071,340670113,211202372
CUST000645,Company_645,US,5312,23970895,8.42,2026-10-07,B,14707321,12181575,418768444,102874139
CUST000646,Company_646,DE,2361,44975739,6.46,2026-10-08,BBB,86550321,-1859878,189374893,36959506
CUST000647,Company_647,US,5411,3693216,4.5,2026-10-09,AAA,40728433,3814553,461779936,73125863
CUST000648,Company_648,US,2361,49685024,3.34,2026-10-10,BB,90069032,10557266,368327721,247298032
CUST000649,Company_649,DE,5411,14326481,9.21,2026-10-11,CCC,32984902,12484693,347091132,109901715
CUST000650,Company_650,DE,52,18960820,4.1,2026-10-12,B,71838656,17351401,224674568,264628873
CUST000651,Company_651,FR,5312,10203960,9.4,2026-10-13,B,75876939,9310395,123020628,68888483
CUST000652,Company_652,DE,52,18703472,6.77,2026-10-14,BB,90496681,-2321594,86251844,38975368
CUST000653,Company_653,US,5312,1621976,6.76,2026-10-15,BB,53265634,3182546,107987166,103487406
CUST000654,Company_654,DE,52,25328725,7.31,2026-10-16,AAA,36535252,19406957,222995178,65042645
CUST000655,Company_655,DE,52,44702901,3.99,2026-10-17,CCC,12493295,8093397,414245416,222519210
CUST000656,Company_656,US,551111,9128682,2.08,2026-10-18,A,36498342,5085130,279046350,153401222
CUST000657,Company_657,CA,5411,47488643,7.77,2026-10-19,B,47018388,5583847,211940718,134417747
CUST000658,Company_658,DE,551111,32294949,6.15,2026-10-20,BBB,95876634,3709287,389535346,191196532
CUST000659,Company_659,CA,52,21979909,4.58,2026-10-21,A,31027892,12902995,495136755,134930389
CUST000660,Company_660,UK,5312,34987022,5.35,2026-10-22,BB,29863201,16911809,181224947,254708614
CUST000661,Company_661,CA,2361,19272112,3.52,2026-10-23,AA,75269195,4815489,424904151,21663655
CUST000662,Company_662,FR,5312,7266752,8.24,2026-10-24,BB,70681632,19571033,408632216,288350812
CUST000663,Company_663,US,551111,8126829,7.2,2026-10-25,AA,11659097,6291363,335470783,134405211
CUST000664,Company_664,CA,551111,18624300,1.96,2026-10-26,AA,12216069,-1704979,453662028,45492858
CUST000665,Company_665,FR,5411,35326774,5.99,2026-10-27,AAA,18746505,333673,92035439,12040955
CUST000666,Company_666,UK,5411,24546976,8.7,2026-10-28,AAA,83132206,11389014,26678960,231652022
CUST000667,Company_667,CA,2361,31247798,7.51,2026-10-29,BB,51070227,7399733,410612055,7457573
CUST000668,Company_668,DE,551111,33659438,5.88,2026-10-30,CCC,97683828,3989743,424222810,106229647
CUST000669,Company_669,DE,5312,10652338,9.79,2026-10-31,BBB,31417645,5636892,373186680,245028365
CUST000670,Company_670,US,5312,34543815,6.23,2026-11-01,A,43106588,19752015,488504859,254724599
CUST000671,Company_671,UK,5411,27953413,7.98,2026-11-02,AAA,6386033,13111285,311301698,14564337
CUST000672,Company_672,DE,551111,31582273,7.56,2026-11-03,BBB,41860169,-1382792,273350046,197106319
CUST000673,Company_673,CA,5411,42360969,4.93,2026-11-04,BB,99748434,7235944,277285749,46758763
CUST000674,Company_674,US,551111,23381189,7.68,2026-11-05,B,55681555,9519381,293254860,197615679
CUST000675,Company_675,UK,551111,33145579,6.44,2026-11-06,CCC,84200354,13820395,207355678,244041315
CUST000676,Company_676,CA,551111,21775681,3.64,2026-11-07,B,55879745,3466759,493981906,264111393
CUST000677,Company_677,UK,5411,16137156,7.37,2026-11-08,AAA,58392062,15663124,179449292,231887915
CUST000678,Company_678,CA,5312,24330823,6.79,2026-11-09,BB,45217470,-2708908,303940745,50014700
CUST000679,Company_679,UK,5312,49272027,8.0,2026-11-10,CCC,79347595,-2166756,324379846,85731236
CUST000680,Company_680,UK,551111,21017368,3.02,2026-11-11,CCC,89631289,13628144,124921040,75358075
CUST000681,Company_681,CA,2361,41300980,6.54,2026-11-12,CCC,72275129,12710644,418333368,236902425
CUST000682,Company_682,DE,52,13396323,7.71,2026-11-13,AA,13984362,14503185,104949907,265570697
CUST000683,Company_683,US,52,34701492,6.24,2026-11-14,BB,59029883,11612754,305244930,226250430
CUST000684,Company_684,DE,551111,44053327,7.98,2026-11-15,A,90944067,18722350,53629040,204929988
CUST000685,Company_685,UK,2361,1594581,5.56,2026-11-16,BBB,66028300,36549,95364894,128321522
CUST000686,Company_686,UK,52,42201097,1.64,2026-11-17,B,59652844,10466697,154056105,184344542
CUST000687,Company_687,UK,5411,5944625,4.41,2026-11-18,AA,13404913,11539153,344357489,291070396
CUST000688,Company_688,FR,5312,28524010,5.67,2026-11-19,BBB,46704154,17371312,54566481,129037869
CUST000689,Company_689,FR,52,45876006,9.72,2026-11-20,B,40708414,14664806,330626867,36462023
CUST000690,Company_690,CA,52,37469697,2.32,2026-11-21,B,33869883,13724812,325652912,243892990
CUST000691,Company_691,UK,52,43761556,8.62,2026-11-22,CCC,28000704,4879902,417597475,126742613
CUST000692,Company_692,UK,5312,49442697,5.46,2026-11-23,BB,57406524,11301535,457981512,276220820
CUST000693,Company_693,FR,551111,41644648,2.13,2026-11-24,BB,66034119,-474895,334357140,43843757
CUST000694,Company_694,FR,5411,17694839,7.3,2026-11-25,CCC,85497664,-4464920,476812203,40636620
CUST000695,Company_695,CA,5312,47918710,6.76,2026-11-26,AA,95939974,14406995,210816939,205017194
CUST000696,Company_696,US,2361,47852937,7.71,2026-11-27,B,11056007,11064586,379442059,163491360
CUST000697,Company_697,UK,5312,22954395,8.11,2026-11-28,BB,81238228,19364694,153946217,94306207
CUST000698,Company_698,CA,5411,4934162,5.51,2026-11-29,BBB,94826541,1381141,432118148,120358848
CUST000699,Company_699,CA,5312,5416535,5.61,2026-11-30,A,36149205,12645594,60692972,287870732
CUST000700,Company_700,US,5411,44180539,6.6,2026-12-01,AAA,28904152,3210889,405611416,187523224
CUST000701,Company_701,FR,551111,18956060,8.5,2026-12-02,CCC,32972000,3473522,204949429,78246029
CUST000702,Company_702,FR,5312,22248464,4.5,2026-12-03,BBB,43019313,1012269,415094857,62234640
CUST000703,Company_703,DE,2361,3177558,7.54,2026-12-04,AAA,19441130,12024054,87717249,25395204
CUST000704,Company_704,UK,52,2490296,3.12,2026-12-05,BB,79082302,-2134027,256752494,207422202
CUST000705,Company_705,FR,5312,10061350,6.2,2026-12-06,AA,66192580,9272111,215276083,255911974
CUST000706,Company_706,US,551111,17288223,1.53,2026-12-07,A,88355921,5073371,473511258,241392349
CUST000707,Company_707,UK,551111,49482401,4.66,2026-12-08,AAA,81961571,5588495,305475705,195325144
CUST000708,Company_708,DE,551111,42435631,8.24,2026-12-09,A,50639600,5583735,63028504,158783933
CUST000709,Company_709,US,551111,11577770,4.28,2026-12-10,AA,54883761,15246711,375724609,10504819
CUST000710,Company_710,CA,52,28533605,4.25,2026-12-11,CCC,94095192,5472612,112899169,163648005
CUST000711,Company_711,CA,5411,3879407,5.37,2026-12-12,AAA,55961648,12882115,205414018,200654682
CUST000712,Company_712,CA,551111,45051904,6.84,2026-12-13,AA,77068244,2852166,86382022,85958098
CUST000713,Company_713,UK,5312,35346130,4.13,2026-12-14,CCC,60730766,16357519,358103294,294911719
CUST000714,Company_714,US,52,24159068,1.68,2026-12-15,BB,58591570,2198022,377411548,114359883
CUST000715,Company_715,UK,5411,25410772,7.71,2026-12-16,AAA,11973838,-4989712,242294726,278013640
CUST000716,Company_716,FR,551111,28169896,5.72,2026-12-17,BB,65590431,923411,35941380,296739158
CUST000717,Company_717,FR,551111,45108614,7.15,2026-12-18,BB,54874552,5492334,331118126,25225929
CUST000718,Company_718,CA,551111,36619602,8.32,2026-12-19,A,21211163,-4139027,426908329,252707531
CUST000719,Company_719,US,5411,24392814,4.25,2026-12-20,BB,29991852,14390354,90839358,172122921
CUST000720,Company_720,UK,2361,45773493,7.76,2026-12-21,A,20049204,5526611,270026506,127797311
CUST000721,Company_721,CA,2361,42472537,6.95,2026-12-22,BBB,76789076,-3669407,169775608,122472662
CUST000722,Company_722,CA,5312,33809745,5.54,2026-12-23,B,45743742,17957844,417934835,61593545
CUST000723,Company_723,UK,5411,48468139,7.1,2026-12-24,AAA,28884523,2007202,119283774,219325845
CUST000724,Company_724,DE,5411,4749257,5.75,2026-12-25,BBB,87085743,16244745,253459892,81932259
CUST000725,Company_725,CA,5312,5323745,6.15,2026-12-26,BBB,25705145,17390065,123221873,66739439
CUST000726,Company_726,DE,551111,25741537,5.94,2026-12-27,B,44783779,12410231,273995142,33403206
CUST000727,Company_727,UK,52,34444141,4.95,2026-12-28,BB,83286824,11861692,498820723,278438210
CUST000728,Company_728,CA,5411,2892482,7.84,2026-12-29,A,28434189,16587843,77227432,21770318
CUST000729,Company_729,UK,551111,27529800,8.43,2026-12-30,BBB,57740334,8280162,194044301,294753623
CUST000730,Company_730,CA,551111,37774492,6.37,2026-12-31,A,69365665,-9180,95164887,60423276
CUST000731,Company_731,DE,551111,48250207,4.29,2027-01-01,BBB,68093286,7671491,169467753,132274071
CUST000732,Company_732,UK,551111,2617270,8.68,2027-01-02,AA,64489272,16513669,96013230,99237885
CUST000733,Company_733,CA,551111,10578658,2.44,2027-01-03,BBB,30674377,15161247,279580427,269163837
CUST000734,Company_734,UK,2361,42050501,7.78,2027-01-04,CCC,99055193,10416947,53160362,26770301
CUST000735,Company_735,DE,5411,23395841,9.96,2027-01-05,BBB,78627752,7518211,379967377,38727709
CUST000736,Company_736,UK,5411,8327982,3.2,2027-01-06,BB,23166632,5788051,348445200,288599064
CUST000737,Company_737,DE,5312,11403355,6.94,2027-01-07,BBB,68745924,12189697,44928036,239163680
CUST000738,Company_738,DE,551111,45511919,9.64,2027-01-08,CCC,53639519,-3380410,236107632,44014717
CUST000739,Company_739,DE,551111,16277689,9.89,2027-01-09,B,35664083,10693979,349855846,275424908
CUST000740,Company_740,CA,5411,25222110,6.24,2027-01-10,BB,73928663,15689794,144884795,121039127
CUST000741,Company_741,CA,52,11659184,6.21,2027-01-11,AA,11655649,277561,458758204,175460914
CUST000742,Company_742,FR,52,35993410,7.71,2027-01-12,BB,33949856,3827530,495936343,79321207
CUST000743,Company_743,FR,551111,40656833,8.79,2027-01-13,BBB,62790809,18323062,438510732,249320892
CUST000744,Company_744,US,551111,39565505,9.26,2027-01-14,BBB,42044339,19073453,362998391,261455688
CUST000745,Company_745,FR,5411,37936230,8.01,2027-01-15,CCC,39408923,-2475660,222979782,259641282
CUST000746,Company_746,FR,52,15255569,8.04,2027-01-16,BB,47468343,3979024,280874130,98447752
CUST000747,Company_747,US,2361,38607720,5.89,2027-01-17,A,48597857,2101198,494586815,279966153
CUST000748,Company_748,DE,2361,15656648,8.71,2027-01-18,AAA,83509346,-4620445,33870086,264680917
CUST000749,Company_749,US,5411,46600870,4.58,2027-01-19,BB,68440289,4656763,425255376,215254860
CUST000750,Company_750,UK,5312,5512927,2.39,2027-01-20,AAA,63044664,15875524,450597671,88526116
CUST000751,Company_751,UK,551111,17617028,5.95,2027-01-21,A,90414973,5228436,175840996,22466197
CUST000752,Company_752,DE,5411,14176348,3.17,2027-01-22,B,10691718,1554250,294196063,192575622
CUST000753,Company_753,CA,52,20126699,7.53,2027-01-23,CCC,13075133,3942699,239703932,286090773
CUST000754,Company_754,UK,5411,1494173,6.34,2027-01-24,CCC,39709250,17714448,321407715,23226590
CUST000755,Company_755,US,2361,44771236,9.06,2027-01-25,B,70751835,-4869056,388024537,260499499
CUST000756,Company_756,CA,52,43789532,6.5,2027-01-26,A,63554745,12864330,31787169,164416759
CUST000757,Company_757,FR,2361,16439159,4.75,2027-01-27,AAA,20365179,9148011,386493091,88539861
CUST000758,Company_758,DE,5411,28400628,8.37,2027-01-28,CCC,28905459,952207,358935600,101195804
CUST000759,Company_759,FR,5312,49915492,9.23,2027-01-29,AA,74826493,1475745,283719573,214301232
CUST000760,Company_760,UK,2361,22717277,4.86,2027-01-30,A,59386683,3290842,434921828,299861717
CUST000761,Company_761,US,52,39626865,7.74,2027-01-31,AA,59489523,-1780191,17312426,140265570
CUST000762,Company_762,DE,52,39474258,4.26,2027-02-01,AAA,6436209,12668196,76697008,216734371
CUST000763,Company_763,CA,2361,4989632,2.57,2027-02-02,BBB,33366483,15097059,328354041,234782819
CUST000764,Company_764,DE,5411,12347107,5.33,2027-02-03,BBB,99820580,16063399,246044466,237519349
CUST000765,Company_765,US,5312,26211461,6.08,2027-02-04,AAA,79134652,17969015,203176096,54606152
CUST000766,Company_766,FR,2361,29643464,8.35,2027-02-05,A,83195467,17611341,169682752,287473271
CUST000767,Company_767,FR,551111,18686477,5.64,2027-02-06,AA,34509176,16598873,132217098,70205218
CUST000768,Company_768,CA,52,25524278,4.13,2027-02-07,B,28544203,580203,358334071,259310619
CUST000769,Company_769,FR,5411,24637730,6.0,2027-02-08,BBB,28038773,5560987,54556222,51356135
CUST000770,Company_770,DE,551111,3510433,7.41,2027-02-09,BB,56507173,14305096,424447930,36587814
CUST000771,Company_771,FR,5312,7518494,6.99,2027-02-10,AA,46437730,4008026,485062852,61337748
CUST000772,Company_772,FR,52,21433929,4.65,2027-02-11,AAA,53266771,1550677,379204704,241357591
CUST000773,Company_773,UK,5312,3127464,5.9,2027-02-12,B,60948421,-3367986,326300847,196108361
CUST000774,Company_774,US,5411,10420244,7.93,2027-02-13,A,36556572,17439038,242064672,80113646
CUST000775,Company_775,UK,52,24465556,9.3,2027-02-14,B,31084529,13141393,33536564,144205096
CUST000776,Company_776,FR,5411,3240922,7.6,2027-02-15,A,8693107,15641587,75418192,111790993
CUST000777,Company_777,FR,5411,23713952,9.66,2027-02-16,AA,76478961,-3197904,298006578,264559616
CUST000778,Company_778,US,5411,2088746,4.24,2027-02-17,BB,24738044,1649973,431475296,157995053
CUST000779,Company_779,UK,5312,40308127,8.79,2027-02-18,A,71712862,331197,333436404,86221026
CUST000780,Company_780,UK,52,43200420,4.81,2027-02-19,B,9228114,7303643,459644467,273991593
CUST000781,Company_781,FR,5411,7724039,7.97,2027-02-20,CCC,92230796,19661742,330823178,145235552
CUST000782,Company_782,FR,2361,4418964,8.46,2027-02-21,A,84387337,4869851,62490840,202250033
CUST000783,Company_783,CA,551111,17184887,8.3,2027-02-22,AA,11779300,9459748,490585639,50296365
CUST000784,Company_784,DE,52,37787520,3.84,2027-02-23,B,93579157,14119034,263882824,262491686
CUST000785,Company_785,US,52,40605300,1.78,2027-02-24,A,49818118,14409821,69580716,267555964
CUST000786,Company_786,CA,5411,24892326,2.36,2027-02-25,CCC,83605319,6221357,154632038,9103907
CUST000787,Company_787,UK,52,34961600,3.96,2027-02-26,AAA,8860089,7644340,289973454,261932639
CUST000788,Company_788,FR,551111,45789263,6.77,2027-02-27,B,94514192,-2661591,467333488,248894454
CUST000789,Company_789,DE,5312,46387992,1.9,2027-02-28,CCC,94695300,6313345,268111725,289525150
